DH IY0         [the       ] | [57 58  4 69 95]
AH0            [a         ] | [94]
DH AH0         [the       ] | [57 58  4 51]
DH IY0         [the       ] | [58  4 50 74]
DH AH1         [the       ] | [58  4]
AH0            [a         ] | [94 28 61]
DH AH1         [the       ] | [56 58  4]
DH AH0         [the       ] | [56 58  4 51]
AH0            [a         ] | [67 94 28]
DH AH0         [the       ] | [56 58  4 28 61]
DH AH0         [the       ] | [72 56 58  4 19]
DH AH1         [the       ] | [56 58  4 73]
DH AH0         [the       ] | [56 58  4 51]
DH AH0         [the       ] | [58  4 28]
DH AH0         [the       ] | [56 58  4 69]
DH IY0         [the       ] | [58  4 50 74]
AH0            [a         ] | [38 94 51]
DH AH0         [the       ] | [56 58  4 51]
AH0 N          [an        ] | [38 97 54]
DH IY0         [the       ] | [57 58  4 74]
DH AH0         [the       ] | [56 58  4 51]
DH AH0         [the       ] | [56 58  4  8]
DH AH0         [the       ] | [29 14 13 58  4]
AH0            [a         ] | [ 3 29 81 13 95 94 80  7]
DH AH0         [the       ] | [13 58  4  7]
EY1            [a         ] | [38 31 68]
DH AH0         [the       ] | [56 58  4 51]
DH AH0         [the       ] | [58  4 51]
DH AH0         [the       ] | [57 58  4]
DH AH1         [the       ] | [58  4]
AH0            [a         ] | [47 94 51]
DH AH0         [the       ] | [72 58  4 61]
AH0            [a         ] | [85 94]
DH AH0         [the       ] | [58  4 61]
DH IY0         [the       ] | [58  4]
DH AH1         [the       ] | [56 58  4]
DH AH0         [the       ] | [58  4 51]
AH0            [a         ] | [67 94  7]
DH AH0         [the       ] | [58  4  8 70]
DH AH0         [the       ] | [56 58  4]
DH AH0         [the       ] | [58  4]
AH0            [a         ] | [94 28]
DH AH0         [the       ] | [60 56  4]
AH0            [a         ] | [67 94 51 70]
AH0            [a         ] | [67 94 51]
DH AH0         [the       ] | [40 58  4]
DH AH0         [the       ] | [58  4]
DH AH1         [the       ] | [58  4]
DH AH0         [the       ] | [57 58  4]
DH AH1         [the       ] | [58 62 55 94]
AH0            [a         ] | [69 95 94]
DH AH0         [the       ] | [57 58  4  8 40]
DH AH0         [the       ] | [56 58  4]
DH IY0         [the       ] | [58  4 74 91]
DH AH1         [the       ] | [57 56 58  4 51]
DH AH0         [the       ] | [58  4  8]
DH AH0         [the       ] | [56 58  4 19]
DH AH0         [the       ] | [40 58  4 19]
DH AH0         [the       ] | [14 29 14 58  4 51]
AH0            [a         ] | [67 94 51]
DH AH0         [the       ] | [58  4 51]
DH AH0         [the       ] | [57 58  4 97]
AH0            [a         ] | [67 38 44]
DH AH0         [the       ] | [10 58  4]
AH0            [a         ] | [99 31  8]
DH AH0         [the       ] | [58  4  8]
DH AH0         [the       ] | [56 58  4  8]
AH0            [a         ] | [14 29 95 94 51]
DH AH0         [the       ] | [58  4]
DH AH0         [the       ] | [56 58  4  8]
DH IY0         [the       ] | [56  4 50 74 91]
DH AH0         [the       ] | [58  4  8]
DH AH0         [the       ] | [56 58  4]
DH AH1         [the       ] | [57 58  4]
DH AH0         [the       ] | [58  4]
DH AH1         [the       ] | [56 58  4]
DH AH0         [the       ] | [57 58  4 61]
DH AH0         [the       ] | [14 13 58  4 51]
AH0            [a         ] | [94  8]
DH AH0         [the       ] | [56 58  4 51]
DH AH0         [the       ] | [32 56 58  4]
EY1            [a         ] | [29 13 95 31]
AH0            [a         ] | [67 94]
DH AH0         [the       ] | [ 0 58  4 61]
DH AH0         [the       ] | [29 14 13 58  4 19]
DH AH0         [the       ] | [66 13 58  4 19]
AH0 N          [an        ] | [14 29 13 95 34 97 54 67]
DH AH1         [the       ] | [21 39 94]
DH AH0         [the       ] | [57 58  4]
AH0            [a         ] | [79  8]
DH AH0         [the       ] | [58  4 51]
DH AH0         [the       ] | [14 58  4  8 40]
DH AH0         [the       ] | [56 58  4 51 40]
DH AH0         [the       ] | [68 56 58  4]
DH AH0         [the       ] | [58  4]
DH AH0         [the       ] | [56 58  4 61]
AH0            [a         ] | [67 55 51]
DH AH0         [the       ] | [56 58  4  8]
DH AH0         [the       ] | [58  4]
DH AH0         [the       ] | [57 58  4]
DH AH1         [the       ] | [56 58  4]
DH AH0         [the       ] | [72 58  4 51]
DH AH0         [the       ] | [56 58  4]
DH AH0         [the       ] | [58  4 54]
DH AH0         [the       ] | [58  4 61]
DH AH0         [the       ] | [56 58  4]
DH AH0         [the       ] | [54 57 58  4 51]
DH AH0         [the       ] | [58  4 51]
AH0            [a         ] | [67 94]
AH0            [a         ] | [67 94]
AH0            [a         ] | [67 94]
DH AH0         [the       ] | [58  4 19]
DH AH0         [the       ] | [56 58  4]
DH IY0         [the       ] | [58  4 74]
DH AH0         [the       ] | [10 56 58  4 51 70 30]
AH0            [a         ] | [94]
DH AH0         [the       ] | [58  4 51]
AH0            [a         ] | [94  8]
AH0            [a         ] | [67 94 51]
DH AH0         [the       ] | [40 58  4 51 70]
AH0            [a         ] | [39 94 51]
AH0            [a         ] | [94]
DH AH0         [the       ] | [56 58  4 51]
DH AH0         [the       ] | [56 58  4]
AH0            [a         ] | [66 14 95 49]
DH AH0         [the       ] | [58  4 51]
DH AH0         [the       ] | [57 58  4]
DH AH0         [the       ] | [58  4 51 70]
DH AH0         [the       ] | [ 0 58  4]
AH0 N          [an        ] | [67 38 97 54 67]
AH0            [a         ] | [94 51 30]
AH0            [a         ] | [67 94 51]
DH AH0         [the       ] | [30 58  4]
DH AH0         [the       ] | [56 58  4]
AH0            [a         ] | [39 94 51]
DH AH1         [the       ] | [57 58  4]
DH AH1         [the       ] | [57 58  4]
DH AH0         [the       ] | [57 58  4 51 70]
DH AH0         [the       ] | [58  4]
DH AH0         [the       ] | [58  4 28]
AH0            [a         ] | [14 13 94 51]
DH AH0         [the       ] | [56 58  4]
AH0            [a         ] | [39 94 51]
AH0            [a         ] | [14 95 93 94]
AH0            [a         ] | [94]
AH0            [a         ] | [14 13 95 94 28 61]
AH0            [a         ] | [67 94]
DH AH0         [the       ] | [58  4  8]
DH AH0         [the       ] | [57 58  4  8]
AH0 N          [an        ] | [67 94 97 54 67]
AH0            [a         ] | [94 51 70 10]
DH AH0         [the       ] | [58  4 19]
AH0            [a         ] | [67 94]
DH AH0         [the       ] | [58  4 18]
AH0            [a         ] | [94]
AH0 N          [an        ] | [67 97 54 69]
AH0            [a         ] | [94]
DH AH0         [the       ] | [29  0 58  4  8]
AH0            [a         ] | [66 81 95 94  7]
AH0            [a         ] | [21 94]
DH AH1         [the       ] | [54 58  4]
DH AH0         [the       ] | [66  0 13 58  4  8]
DH AH0         [the       ] | [30 58  4 51]
DH AH0         [the       ] | [57  4]
AH0            [a         ] | [94 51]
AH0            [a         ] | [94]
AH0            [a         ] | [85 91 93 94  7]
AH0            [a         ] | [67 94 32]
EY1            [a         ] | [67 94 74]
DH IY0         [the       ] | [57 58 50 74 91]
AH0            [a         ] | [39 94]
AH0            [a         ] | [67 94 19]
DH AH0         [the       ] | [58  4 19]
DH AH0         [the       ] | [ 0 58  4  8]
DH AH0         [the       ] | [17 58  4  8]
DH IY0         [the       ] | [56  4]
DH AH0         [the       ] | [21 39 94 28 61]
DH AH0         [the       ] | [ 2 39  4]
DH AH0         [the       ] | [56 58  4  8]
AH0            [a         ] | [82 94 51]
DH AH0         [the       ] | [57 58  4]
DH AH0         [the       ] | [57  4]
DH AH0         [the       ] | [58  4 51]
DH AH0         [the       ] | [56  4 61]
DH IY0         [the       ] | [54 58  4 50 69]
DH AH0         [the       ] | [56 58  4 19]
DH AH0         [the       ] | [58  4  8]
DH AH0         [the       ] | [60 56 58  4 51]
AH0            [a         ] | [67 94 51]
DH AH0         [the       ] | [81 13 58  4 61]
DH IY0         [the       ] | [13 58 50 91]
AH0            [a         ] | [94 28 61]
DH AH0         [the       ] | [17 58  4 61]
AH0            [a         ] | [67 94  8 40]
DH AH0         [the       ] | [58  4]
DH AH1         [the       ] | [58  4]
DH AH1         [the       ] | [40 58  4]
DH AH0         [the       ] | [56 58  4 51]
DH AH0         [the       ] | [58  4]
AH0            [a         ] | [67 94 80  7]
AH0            [a         ] | [94]
AH0            [a         ] | [38 94 51 40]
DH AH0         [the       ] | [58  4 51]
DH AH0         [the       ] | [57 58  4]
DH AH0         [the       ] | [58  4]
DH AH0         [the       ] | [57 58  4 51]
DH AH1         [the       ] | [56 58  4]
AH0            [a         ] | [95 94 51]
DH AH0         [the       ] | [13 58  4]
DH IY0         [the       ] | [58  4 74 69]
DH AH0         [the       ] | [81 13 58  4 73]
DH AH0         [the       ] | [54 58  4]
DH AH0         [the       ] | [ 0 58  4 61]
DH AH1         [the       ] | [58  4]
DH AH0         [the       ] | [57 58  4]
AH0            [a         ] | [94 28 61]
AH0            [a         ] | [94]
DH AH0         [the       ] | [57 58  4 61]
AH0            [a         ] | [29 13 94  8]
DH AH0         [the       ] | [54 58  4 61]
DH AH0         [the       ] | [56 58  4 73]
DH IY0         [the       ] | [29 13 58  4 74]
DH AH0         [the       ] | [ 0 13 58 38 28 61]
DH AH0         [the       ] | [58  4 28]
DH AH0         [the       ] | [29 81 13 58  4 51]
DH AH0         [the       ] | [30 58  4 51]
AH0            [a         ] | [39 94 51]
DH AH0         [the       ] | [66 56 58  4]
DH AH0         [the       ] | [54 57 58  4]
DH AH0         [the       ] | [68 56 58  4 97]
DH IY0         [the       ] | [30 58 50 74]
DH IY0         [the       ] | [56 58 50 74 69]
DH AH0         [the       ] | [ 3 29 81 58  4]
DH AH0         [the       ] | [ 0 58  4 19]
DH AH0         [the       ] | [ 3 29 81 13 58  4]
AE1 N          [an        ] | [ 3 13 34 54 67]
AH0            [a         ] | [94]
DH AH0         [the       ] | [72 58  4 51]
DH AH0         [the       ] | [58  4]
AH0 N          [an        ] | [67 97 54 69]
DH AH0         [the       ] | [57  4]
DH IY0         [the       ] | [56 58  4 50 74 69]
DH AH0         [the       ] | [56 58  4 97]
DH IY0         [the       ] | [58  4 28]
DH IY0         [the       ] | [30 58 74]
DH IY0         [the       ] | [56 58  4 51]
DH AH0         [the       ] | [56 58  4 28]
DH AH0         [the       ] | [ 0 58  4]
DH AH0         [the       ] | [81  0 58  4 28 61]
DH AH0         [the       ] | [72 56 10 58  4]
DH AH0         [the       ] | [58  4 61]
DH IY0         [the       ] | [81 13 58 50 74]
DH AH0         [the       ] | [56 58  4 61]
AH0            [a         ] | [67 94 51]
AH0            [a         ] | [ 0 95 94]
DH AH0         [the       ] | [ 0 58  4 28 61]
DH AH0         [the       ] | [56 58  4 51]
DH AH0         [the       ] | [58  4]
DH AH0         [the       ] | [56 58  4]
DH IY0         [the       ] | [56 58 50 74]
AH0            [a         ] | [46 94 51 70]
DH AH0         [the       ] | [56 58  4 28]
DH AH0         [the       ] | [30 58  4  7]
DH AH1         [the       ] | [56 58  4]
AH0 N          [an        ] | [94 97 54]
DH AH0         [the       ] | [56 58  4 51]
AH0            [a         ] | [39 94]
DH AH0         [the       ] | [54 58  4 73]
AE1 N          [an        ] | [67 88 97 54 67]
DH AH1         [the       ] | [58  4]
AH0            [a         ] | [67 94]
DH IY0         [the       ] | [40 58  4 74]
DH IY0         [the       ] | [58  4 74 69]
DH AH0         [the       ] | [56 58  4 61]
DH AH0         [the       ] | [58  4 61]
AH0            [a         ] | [67 94 18]
DH AH0         [the       ] | [56 58  4]
DH AH0         [the       ] | [81 13 58  4]
DH AH0         [the       ] | [56 58  4 61]
DH AH0         [the       ] | [57 58  4]
DH AH1         [the       ] | [56 58  4]
DH AH0         [the       ] | [ 0 58  4 28 61]
AH0            [a         ] | [67 94 61]
DH AH0         [the       ] | [56 58  4 51]
DH AH0         [the       ] | [56 58  4 28]
DH AH0         [the       ] | [58  4  7]
DH IY0         [the       ] | [17 58 50 74 69]
DH AH0         [the       ] | [98 58  4 61]
DH AH0         [the       ] | [58  4 51 90]
DH IY0         [the       ] | [10 58  4 51]
DH AH0         [the       ] | [58  4 73]
AH0            [a         ] | [13 95 94 55 28 61]
DH AH0         [the       ] | [29 13 58  4]
AE1 N          [an        ] | [67 38 97 54 69]
AH0            [a         ] | [92 94]
DH AH0         [the       ] | [29 81 13 58  4  8]
AH0            [a         ] | [39 38 97]
DH IY0         [the       ] | [56 58  4]
DH IY0         [the       ] | [ 2 39  4 51]
DH AH0         [the       ] | [56 58  4]
DH AH0         [the       ] | [58  4  7]
AH0            [a         ] | [66 95 94 51]
DH AH0         [the       ] | [30 58  4 51]
DH IY0         [the       ] | [ 0 58 50 74 91]
DH AH0         [the       ] | [57 58  4]
DH AH0         [the       ] | [58  4]
AH0            [a         ] | [47 38  8 40]
DH IY0         [the       ] | [30  0 58 50 74 69 95]
DH IY0         [the       ] | [57 58  4 74 69]
DH AH0         [the       ] | [58  4 28 61]
DH IY0         [the       ] | [56 58 50 74 71]
DH AH0         [the       ] | [56 58  4 61]
DH AH0         [the       ] | [56 58  4]
AH0 N          [an        ] | [94 54 67]
AH0            [a         ] | [4 7]
DH IY0         [the       ] | [57 50 74 69 91]
DH AH0         [the       ] | [56 58  4  8 40]
AH0            [a         ] | [79 94]
AH0            [a         ] | [67 94 28]
DH IY0         [the       ] | [57 58 50 74 69 95]
DH IY0         [the       ] | [58 22 74 67 91]
DH AH0         [the       ] | [57  4 51]
DH AH1         [the       ] | [58  4]
AH0            [a         ] | [67 94 28]
DH AH0         [the       ] | [56 58  4]
DH AH0         [the       ] | [58  4 18 40 59]
DH IY0         [the       ] | [58  4 74 69]
DH AH0         [the       ] | [56 58  4]
DH AH0         [the       ] | [ 0 58  4 61]
DH IY0         [the       ] | [56 58  4 50 74]
DH AH0         [the       ] | [72 58]
DH AH1         [the       ] | [10 58  4]
DH IY0         [the       ] | [58  4 74]
DH AH0         [the       ] | [ 0 58  4]
DH AH0         [the       ] | [81  0 58  4  7]
DH AH0         [the       ] | [57 58  4 51]
AH0            [a         ] | [33 79 18]
AH0            [a         ] | [81 13 94 28 61]
DH AH1         [the       ] | [ 0 58  4]
DH AH0         [the       ] | [57  4]
DH AH0         [the       ] | [58  4 61]
DH AH0         [the       ] | [56 58  4]
DH IY0         [the       ] | [10 58  4 74 69]
EY1            [a         ] | [16 28]
DH IY0         [the       ] | [17 58 50 74 69]
DH AH1         [the       ] | [58  4]
DH AH1         [the       ] | [56 58  4]
AH0            [a         ] | [79 28]
DH IY0         [the       ] | [56 58 50 74 69]
AH0            [a         ] | [79 51]
AH0            [a         ] | [ 4 28]
DH AH0         [the       ] | [13 58  4 51]
DH AH0         [the       ] | [58  4 51]
DH AH0         [the       ] | [56 58  4]
DH AH0         [the       ] | [57 58  4]
DH AH1         [the       ] | [13  0 58  4]
DH IY0         [the       ] | [56 58  4 50 74]
DH IY0         [the       ] | [56 58  4 74 69 95]
DH AH1         [the       ] | [56 58  4]
AH0            [a         ] | [39 38 97]
AH0            [a         ] | [94 28 61]
AH0 N          [an        ] | [94 97 54]
DH AH1         [the       ] | [81 13 58  4]
AH0            [a         ] | [39  4 97]
AH0 N          [an        ] | [39 94 54 69]
DH AH1         [the       ] | [72 56 58  4]
AH0            [a         ] | [46 94 28  8]
DH AH0         [the       ] | [72 58  4]
DH AH0         [the       ] | [56 58  4]
DH AH1         [the       ] | [56 58  4]
DH AH0         [the       ] | [57 58  4 28 61]
AH0            [a         ] | [39 69 66 94 51]
AH0            [a         ] | [94  8]
DH IY0         [the       ] | [ 0 58  4 74 69 95]
AH0            [a         ] | [16 38 28 61]
DH IY0         [the       ] | [ 0 58  4 51]
DH AH0         [the       ] | [58  4]
DH AH1         [the       ] | [98 67 38 97 54 57 58  4]
DH IY0         [the       ] | [56 58 50 74 69]
DH IY0         [the       ] | [56 58 50 74 38]
AH0            [a         ] | [67 94  7 83 66]
DH AH0         [the       ] | [13 58  4 28]
DH AH1         [the       ] | [ 0 58  4]
DH IY0         [the       ] | [56 58  4 74]
AH0            [a         ] | [94]
AH0            [a         ] | [94 51 90]
AH0            [a         ] | [67 94 73]
DH AH0         [the       ] | [58  4 51]
DH IY0         [the       ] | [ 0 58  4 50 74 69]
DH IY0         [the       ] | [56 58  4 50 74]
DH IY0         [the       ] | [ 0 58  4 74]
DH IY0         [the       ] | [56 58 50 74 69]
AH0            [a         ] | [39 94  7]
DH AH0         [the       ] | [58  4 69]
DH AH0         [the       ] | [57 58  4]
DH AH0         [the       ] | [58  4]
DH AH0         [the       ] | [56 58  4 28]
AH0            [a         ] | [67 94 51]
DH AH0         [the       ] | [58  4 51 40]
AH0            [a         ] | [38 94 51]
AH0            [a         ] | [67 38 94 51]
AH0            [a         ] | [67 94 45]
DH AH0         [the       ] | [56 58  4 51]
AH0            [a         ] | [94]
DH AH1         [the       ] | [56 58  4 51]
AH0            [a         ] | [67 94 28 61]
DH AH1         [the       ] | [56 58  4]
DH AH1         [the       ] | [58  4]
DH AH0         [the       ] | [57 58  4]
AH0 N          [an        ] | [94 97 54 67]
AH0            [a         ] | [13 95 94 28 61]
AH0            [a         ] | [67 94]
DH AH0         [the       ] | [58  4 51]
DH AH0         [the       ] | [72 58  4 61]
AH0 N          [an        ] | [94 97 54 69]
AH0            [a         ] | [13 95 94]
DH AH0         [the       ] | [81 13 58  4 51]
DH AH0         [the       ] | [56 58  4  8 40]
DH AH0         [the       ] | [56 58  4 51]
DH AH0         [the       ] | [10 58  4 97]
DH AH0         [the       ] | [81 13 56 58  4]
AH0            [a         ] | [67 94 19]
DH AH0         [the       ] | [57 58  4 19]
DH AH0         [the       ] | [56 58  4]
DH AH0         [the       ] | [66  0 58  4]
DH AH0         [the       ] | [56 58  4 51]
DH AH1         [the       ] | [29 81 58  4]
DH AH1         [the       ] | [57 58  4]
AH0            [a         ] | [39 94 28]
DH AH1         [the       ] | [56 58  4]
DH IY0         [the       ] | [56 58 50 74]
DH AH0         [the       ] | [56 58  4 61]
DH AH0         [the       ] | [58  4  8 40]
DH AH1         [the       ] | [56 58  4]
DH AH1         [the       ] | [58  4]
DH IY0         [the       ] | [ 3 81 13 58 50 74 38]
DH AH0         [the       ] | [56 58  4]
AH0            [a         ] | [67 94]
AH0 N          [an        ] | [39 38 97 54 67 69 10]
DH AH0         [the       ] | [58  4 51]
DH IY0         [the       ] | [72 56 58  4 50 74]
DH AH0         [the       ] | [56 58  4 28]
DH IY0         [the       ] | [56 58  4 50 74 69]
DH AH0         [the       ] | [58  4]
DH IY0         [the       ] | [58 50 74 69]
AH0            [a         ] | [ 3 81 13 94 28]
DH IY0         [the       ] | [81  0 58  4 74 69]
DH AH0         [the       ] | [56  4 51 40]
DH AH0         [the       ] | [56 58  4]
DH AH0         [the       ] | [56 58  4  8]
DH AH1         [the       ] | [29 13 56 58  4]
DH AH0         [the       ] | [56 58  4 51]
DH AH0         [the       ] | [56 58  4 51]
AH0            [a         ] | [68 38 28 61]
DH AH1         [the       ] | [56 58  4]
DH AH0         [the       ] | [29 81 13 58]
AH0            [a         ] | [67 94 51]
DH AH0         [the       ] | [56 58  4]
AH0            [a         ] | [ 3 13 95 94 18]
DH AH0         [the       ] | [56 58  4 28 61]
DH IY0         [the       ] | [56 58 50 74]
AH0            [a         ] | [39 67 94  8 70]
DH AH0         [the       ] | [ 0 58  4]
DH AH0         [the       ] | [56 58  4 73]
DH AH1         [the       ] | [56 58  4]
DH AH1         [the       ] | [58  4]
DH AH0         [the       ] | [57 58  4 51]
DH IY0         [the       ] | [13 58 50 74 69]
AH0            [a         ] | [ 3 81 13 95 34 94 18]
AH0            [a         ] | [ 3 13 94 51]
DH AH0         [the       ] | [58  4 19]
AH0 N          [an        ] | [94 97 54]
DH AH1         [the       ] | [56 58  4]
DH AH0         [the       ] | [30 58  4]
AH0            [a         ] | [67 94 51]
DH IY0         [the       ] | [56 58  4 50 74]
AH0            [a         ] | [39 94 51]
DH AH0         [the       ] | [57 58  4 51]
DH AH0         [the       ] | [56 58  4 51]
DH AH1         [the       ] | [58  4]
AH0            [a         ] | [94 28]
DH AH0         [the       ] | [57 58  4]
DH AH1         [the       ] | [72 58  4]
DH AH1         [the       ] | [72 81 58  4]
DH AH0         [the       ] | [58  4  7]
DH AH0         [the       ] | [ 3 29 81 58  4  8 40]
DH AH0         [the       ] | [56 58  4 19]
DH AH0         [the       ] | [56 58  4]
AH0            [a         ] | [ 3 13 94 51]
DH AH0         [the       ] | [56  4 51]
DH AH1         [the       ] | [56 10 58  4]
AH0            [a         ] | [94]
DH AH0         [the       ] | [ 3 13 58  4  8 40]
DH IY0         [the       ] | [56 58 50 74]
DH AH0         [the       ] | [56 58  4 51 70]
DH AH0         [the       ] | [58  4  8]
DH AH0         [the       ] | [58  4 61]
DH AH0         [the       ] | [56 58  4  8]
DH IY0         [the       ] | [58  4 50 74]
DH IY0         [the       ] | [68 56 58  4 74 69]
DH IY0         [the       ] | [56 58 50 74]
DH AH0         [the       ] | [81 13 58  4]
DH AH0         [the       ] | [56 58  4]
