Class 0
1919-142785-0050 7.07 7.23
1919-142785-0050 8.34 8.79
1919-142785-0051 2.60 2.79
1919-142785-0053 8.40 8.96
1919-142785-0053 9.29 9.43
1919-142785-0055 5.42 5.80
1919-142785-0056 1.04 1.08
1919-142785-0056 1.95 2.10
1919-142785-0059 4.89 5.23
1919-142785-0060 5.98 6.17
1919-142785-0061 2.02 2.17
1919-142785-0061 4.37 4.75
1988-147956-0000 10.25 10.69
1988-147956-0000 12.79 12.89
1988-147956-0002 2.34 2.71
1988-147956-0004 2.10 2.33
1988-147956-0006 4.16 4.82
1988-147956-0008 5.02 5.23
1988-147956-0008 6.57 6.70
1988-147956-0008 13.76 13.99
1988-147956-0009 1.59 1.80
1988-147956-0014 1.09 1.27
1988-147956-0015 1.40 1.46
1988-147956-0016 2.98 3.17
1988-147956-0017 2.06 2.40
1988-147956-0019 1.89 1.98
1988-147956-0019 4.32 4.75
1988-147956-0020 4.26 4.60
1988-147956-0021 3.76 4.00
1988-147956-0023 3.27 3.36
1988-147956-0024 1.31 1.45
1988-147956-0026 4.32 4.70
1988-147956-0026 6.50 6.92
1988-147956-0028 1.04 1.21
1988-147956-0029 1.84 2.16
1988-148538-0000 2.82 3.26
1988-148538-0000 8.98 9.45
1988-148538-0001 1.36 1.45
1988-148538-0001 2.65 3.01
1988-148538-0001 7.84 8.06
1988-148538-0004 2.46 2.79
1988-148538-0004 6.04 6.10
1988-148538-0004 10.89 11.42
1988-148538-0004 11.42 11.54
1988-148538-0005 1.08 1.16
1988-148538-0005 7.11 7.26
1988-148538-0006 3.72 3.85
1988-148538-0006 7.29 7.41
1988-148538-0006 8.03 8.30
1988-148538-0006 11.02 11.05
1988-148538-0007 1.69 2.30
1988-148538-0007 5.95 6.10
1988-148538-0007 6.10 6.22
1988-148538-0009 7.02 7.40
1988-148538-0010 0.66 1.14
1988-148538-0010 6.42 6.70
1988-148538-0012 5.21 5.86
1988-148538-0014 6.85 7.25
1988-148538-0014 9.08 9.49
1988-148538-0015 6.47 6.71
1988-148538-0015 8.95 9.08
1988-24833-0001 4.00 4.13
1988-24833-0003 2.87 3.11
1988-24833-0008 1.22 1.48
1988-24833-0014 0.95 1.19
1988-24833-0018 2.17 2.36
1988-24833-0018 4.42 4.57
1988-24833-0019 0.60 0.66
1993-147149-0001 6.86 7.28
1993-147149-0002 2.09 2.35
1993-147149-0003 0.61 1.01
1993-147149-0005 3.70 4.02
1993-147149-0006 1.23 1.49
1993-147149-0006 6.98 7.24
1993-147149-0006 12.35 12.92
1993-147149-0006 20.16 20.25
1993-147149-0007 0.77 0.89
1993-147149-0007 7.06 7.45
1993-147149-0009 2.13 2.57
1993-147149-0009 4.43 4.57
1993-147149-0009 8.91 9.14
1993-147149-0011 0.93 1.19
1993-147149-0012 2.59 2.89
1993-147149-0012 4.90 5.28
1993-147149-0013 1.92 2.03
1993-147149-0014 2.09 2.55
1993-147149-0018 2.09 2.26
1993-147149-0018 5.90 6.15
1993-147149-0018 8.58 8.81
1993-147149-0020 0.51 0.95
1993-147149-0021 4.49 4.74
1993-147149-0021 5.17 5.45
1993-147149-0022 12.89 13.25
1993-147149-0023 4.23 4.45
1993-147149-0024 1.32 1.70
1993-147149-0025 6.17 6.43
1993-147149-0025 9.18 9.64
1993-147149-0027 1.13 1.32
1993-147149-0027 6.24 6.34
1993-147149-0027 16.67 16.90
1993-147149-0028 8.80 8.87
1993-147149-0029 9.91 10.37
1993-147149-0030 0.67 0.77
1993-147149-0030 7.60 7.73
1993-147964-0000 0.72 0.95
1993-147964-0000 1.70 1.76
1993-147964-0001 4.26 4.75
1993-147964-0002 0.46 0.64
1993-147964-0003 0.46 0.70
1993-147964-0003 2.17 2.45
1993-147964-0005 3.49 3.67
1993-147964-0006 1.96 2.18
1993-147964-0010 1.14 1.33
1993-147964-0010 15.00 15.08
1993-147964-0010 15.92 16.08
1993-147965-0001 1.94 2.38
1993-147965-0002 0.94 1.39
1993-147965-0002 1.67 2.11
1993-147965-0003 3.65 4.19
1993-147965-0006 4.83 4.93
1993-147965-0007 5.35 5.46
1993-147965-0007 6.26 6.48
1993-147966-0000 7.02 7.16
1993-147966-0000 7.16 7.24
1993-147966-0001 4.01 4.32
1993-147966-0001 9.73 9.83
1993-147966-0001 10.51 11.11
2035-147960-0002 1.73 1.81
2035-147960-0003 0.92 1.24
2035-147960-0006 1.26 1.66
2035-147960-0014 3.37 3.60
2035-147960-0015 1.11 1.36
2035-147961-0000 2.08 2.70
2035-147961-0000 2.70 3.83
2035-147961-0000 5.11 5.50
2035-147961-0001 0.47 0.81
2035-147961-0002 1.58 2.12
2035-147961-0002 3.37 3.45
2035-147961-0003 1.28 1.37
2035-147961-0004 4.38 4.53
2035-147961-0005 5.67 6.24
2035-147961-0010 0.27 0.67
2035-147961-0010 1.37 1.71
2035-147961-0010 2.26 2.70
2035-147961-0014 3.10 3.56
2035-147961-0015 2.48 2.79
2035-147961-0016 1.50 1.70
2035-147961-0018 4.60 4.68
2035-147961-0019 1.86 2.36
2035-147961-0020 0.27 0.39
2035-147961-0020 1.85 2.19
2035-147961-0021 0.94 1.31
2035-147961-0021 1.48 1.97
2035-147961-0021 7.39 7.47
2035-147961-0021 9.06 9.16
2035-147961-0023 2.52 3.05
2035-147961-0025 1.22 1.60
2035-147961-0025 3.42 3.77
2035-147961-0029 2.98 3.38
2035-147961-0032 0.51 0.61
2035-147961-0032 8.12 8.39
2035-147961-0033 0.79 1.00
2035-147961-0033 1.00 1.10
2035-147961-0034 0.37 0.88
2035-147961-0038 1.39 1.77
2035-147961-0038 3.47 3.74
2035-147961-0038 4.37 4.71
2035-147961-0039 0.27 0.48
2035-152373-0000 0.48 0.89
2035-152373-0001 10.86 11.29
2035-152373-0001 13.06 13.61
2035-152373-0001 14.52 14.82
2035-152373-0002 1.52 2.13
2035-152373-0002 2.16 2.35
2035-152373-0003 0.51 0.60
2035-152373-0003 1.22 1.76
2035-152373-0003 2.65 3.04
2035-152373-0004 3.69 4.26
2035-152373-0004 6.25 6.37
2035-152373-0005 0.64 0.80
2035-152373-0005 4.19 4.34
2035-152373-0005 7.76 8.16
2035-152373-0007 0.68 0.92
2035-152373-0007 6.90 7.25
2035-152373-0007 7.80 7.88
2035-152373-0008 0.40 0.66
2035-152373-0009 4.13 4.28
2035-152373-0009 11.99 12.60
2035-152373-0009 15.65 16.11
2035-152373-0009 16.82 17.32
2035-152373-0010 1.03 1.13
2035-152373-0011 2.17 2.33
2035-152373-0011 7.98 8.08
2035-152373-0012 2.26 2.50
2035-152373-0013 2.44 2.55
2035-152373-0013 6.31 6.40
2035-152373-0013 8.46 8.69
2035-152373-0014 1.19 1.67
2035-152373-0014 6.85 7.35
2035-152373-0015 7.15 7.26
2035-152373-0015 7.40 8.05
2035-152373-0018 1.02 1.12
2035-152373-0018 2.03 2.31
2078-142845-0000 1.97 2.19
2078-142845-0002 1.34 1.67
2078-142845-0004 3.99 4.49
2078-142845-0004 9.19 9.38
2078-142845-0005 17.88 18.27
2078-142845-0005 18.57 18.85
2078-142845-0005 30.41 30.50
2078-142845-0006 5.27 5.54
2078-142845-0006 8.64 8.87
2078-142845-0007 9.64 10.14
2078-142845-0007 13.13 13.22
2078-142845-0007 13.71 13.86
2078-142845-0008 8.92 9.06
2078-142845-0008 10.58 11.16
2078-142845-0008 14.71 15.06
2078-142845-0008 15.25 15.89
2078-142845-0012 0.74 1.41
2078-142845-0012 4.14 4.36
2078-142845-0012 10.81 11.46
2078-142845-0013 9.35 9.86
2078-142845-0014 7.89 8.20
2078-142845-0015 5.64 5.77
2078-142845-0015 6.68 6.80
2078-142845-0015 8.91 9.49
2078-142845-0017 1.52 1.84
2078-142845-0018 1.19 1.90
2078-142845-0021 3.41 3.56
2078-142845-0025 15.97 16.50
2078-142845-0025 21.57 21.69
2078-142845-0028 0.74 1.26
2078-142845-0028 6.75 7.41
2078-142845-0028 8.82 9.04
2078-142845-0031 13.80 13.93
2078-142845-0031 15.16 15.33
2078-142845-0031 15.56 16.20
2078-142845-0034 6.16 6.78
2078-142845-0037 6.91 7.42
2078-142845-0037 8.52 8.67
2078-142845-0039 2.28 2.58
2078-142845-0039 7.02 7.28
2078-142845-0039 16.06 16.17
2078-142845-0040 4.35 4.98
2078-142845-0043 3.97 4.38
2078-142845-0043 8.65 8.74
2078-142845-0043 12.20 12.64
2078-142845-0043 15.42 15.53
2078-142845-0043 19.57 19.85
2078-142845-0045 3.50 3.86
2078-142845-0045 6.65 7.13
2078-142845-0046 1.11 1.87
2078-142845-0047 7.29 7.51
2078-142845-0047 10.07 10.55
2078-142845-0050 2.88 2.94
2086-149214-0001 5.00 5.09
2086-149214-0002 1.07 1.54
2086-149214-0002 6.52 6.82
2086-149220-0000 10.54 10.77
2086-149220-0001 5.94 6.03
2086-149220-0001 9.65 10.05
2086-149220-0002 2.60 3.10
2086-149220-0002 14.94 15.02
2086-149220-0003 12.68 13.17
2086-149220-0005 8.18 8.61
2086-149220-0007 2.72 2.95
2086-149220-0010 10.10 10.55
2086-149220-0011 9.66 9.84
2086-149220-0012 1.75 1.85
2086-149220-0012 14.05 14.70
2086-149220-0013 8.92 9.09
2086-149220-0014 3.83 4.33
2086-149220-0015 5.49 6.01
2086-149220-0016 2.82 3.14
2086-149220-0016 4.27 4.62
2086-149220-0016 5.93 6.16
2086-149220-0017 6.57 6.94
2086-149220-0019 2.35 2.71
2086-149220-0019 3.57 4.11
2086-149220-0019 5.04 5.36
2086-149220-0019 7.19 7.35
2086-149220-0019 7.35 7.44
2086-149220-0020 1.34 1.52
2086-149220-0020 1.70 1.80
2086-149220-0021 1.50 1.82
2086-149220-0021 1.82 2.14
2086-149220-0023 3.14 3.43
2086-149220-0024 1.77 2.13
2086-149220-0025 6.44 6.47
2086-149220-0026 3.33 3.72
2086-149220-0028 0.44 0.73
2086-149220-0028 1.41 1.52
2086-149220-0029 1.21 1.42
2086-149220-0030 0.48 0.61
2086-149220-0030 2.89 3.19
2086-149220-0030 5.17 5.47
2086-149220-0030 5.47 5.74
2086-149220-0030 5.80 6.08
2086-149220-0031 2.52 3.06
2086-149220-0031 6.01 6.12
2086-149220-0033 4.44 5.03
2086-149220-0034 3.69 3.92
2086-149220-0035 1.52 1.62
2086-149220-0036 4.16 4.26
2086-149220-0036 5.65 6.02
2086-149220-0037 0.68 0.75
2086-149220-0037 4.36 4.83
2086-149220-0038 1.08 1.39
2086-149220-0040 5.55 6.19
2086-149220-0041 10.64 10.71
2086-149220-0044 2.10 2.62
2086-149220-0045 2.33 2.48
2086-149220-0048 2.48 2.77
2086-149220-0048 6.00 6.43
2086-149220-0049 1.41 1.77
2277-149874-0000 1.23 1.42
2277-149874-0000 11.44 11.54
2277-149874-0000 13.35 13.45
2277-149874-0001 1.31 1.41
2277-149874-0001 4.00 4.13
2277-149874-0003 6.67 6.74
2277-149874-0006 2.03 2.62
2277-149874-0006 2.62 2.75
2277-149874-0007 3.17 3.54
2277-149874-0008 1.32 1.55
2277-149874-0014 5.75 6.02
2277-149874-0016 2.15 2.58
2277-149874-0016 2.66 3.20
2277-149874-0016 5.03 5.33
2277-149874-0017 0.69 0.91
2277-149874-0019 3.90 3.98
2277-149874-0020 2.22 2.69
2277-149896-0000 1.15 1.40
2277-149896-0008 0.51 0.83
2277-149896-0010 3.55 3.69
2277-149896-0010 3.69 3.95
2277-149896-0016 0.80 0.92
2277-149896-0019 1.16 1.29
2277-149896-0020 2.83 3.20
2277-149896-0023 2.51 2.64
2277-149896-0024 2.20 2.63
2277-149896-0026 3.94 4.05
2277-149896-0032 1.44 1.65
2277-149896-0032 3.31 4.04
2277-149897-0000 2.16 2.47
2277-149897-0004 3.21 3.29
2277-149897-0005 3.00 3.15
2277-149897-0005 6.26 6.35
2277-149897-0009 1.97 2.03
2277-149897-0013 2.69 2.85
2277-149897-0014 4.39 4.62
2277-149897-0018 4.56 4.91
2277-149897-0022 0.31 0.56
2277-149897-0024 1.74 1.85
2277-149897-0026 0.28 0.44
2277-149897-0028 2.25 2.29
2277-149897-0028 2.41 2.53
2277-149897-0033 3.62 4.18
2277-149897-0035 1.59 1.97
2277-149897-0036 0.70 0.90
2277-149897-0037 0.50 0.75
2412-153947-0002 4.20 4.54
2412-153947-0003 0.36 0.57
2412-153947-0003 3.35 3.44
2412-153947-0003 4.32 4.92
2412-153947-0003 7.15 7.20
2412-153947-0005 3.60 4.13
2412-153947-0005 9.99 10.05
2412-153947-0005 11.73 11.81
2412-153947-0006 1.52 1.63
2412-153947-0006 2.78 2.91
2412-153947-0008 4.73 4.76
2412-153947-0008 9.60 9.96
2412-153947-0009 4.28 4.38
2412-153947-0010 4.69 5.14
2412-153947-0010 5.55 5.89
2412-153947-0011 2.95 3.02
2412-153947-0011 5.14 5.44
2412-153947-0011 6.01 6.40
2412-153947-0011 8.08 8.17
2412-153947-0012 0.89 1.12
2412-153947-0013 6.80 7.00
2412-153947-0014 11.97 12.32
2412-153947-0015 5.76 5.96
2412-153947-0016 1.85 1.92
2412-153947-0016 2.52 2.91
2412-153948-0003 4.99 5.09
2412-153948-0004 0.99 1.11
2412-153948-0004 2.02 2.22
2412-153948-0004 6.44 6.76
2412-153948-0004 21.30 21.39
2412-153948-0005 2.63 3.03
2412-153948-0006 11.42 11.53
2412-153948-0011 1.96 2.05
2412-153948-0012 1.50 1.53
2412-153948-0012 5.34 5.92
2412-153948-0013 1.79 1.88
2412-153948-0015 0.51 0.72
2412-153954-0000 5.67 5.83
2412-153954-0001 4.53 4.69
2412-153954-0001 5.19 5.30
2412-153954-0003 7.01 7.25
2412-153954-0004 8.38 9.03
2412-153954-0007 1.49 1.71
2412-153954-0009 6.81 6.87
2412-153954-0014 0.53 0.67
2412-153954-0014 2.19 2.38
2412-153954-0014 2.38 2.46
2412-153954-0015 2.74 2.85
2412-153954-0016 2.38 2.65
2412-153954-0018 2.54 2.70
2412-153954-0018 7.12 7.23
2412-153954-0020 3.61 3.70
2412-153954-0021 0.52 0.69
2412-153954-0021 2.73 2.98
2412-153954-0023 0.48 0.67
2412-153954-0024 2.07 2.22
2428-83699-0000 11.83 11.91
2428-83699-0003 0.16 0.29
2428-83699-0003 4.69 4.88
2428-83699-0005 2.44 2.68
2428-83699-0005 3.52 3.94
2428-83699-0005 3.94 4.20
2428-83699-0006 2.25 2.42
2428-83699-0008 4.93 5.15
2428-83699-0008 5.31 5.83
2428-83699-0008 9.33 9.48
2428-83699-0011 0.88 0.91
2428-83699-0012 6.17 6.44
2428-83699-0013 0.68 0.91
2428-83699-0018 4.42 4.65
2428-83699-0018 5.50 5.63
2428-83699-0020 4.67 4.89
2428-83699-0023 1.68 1.85
2428-83699-0025 7.46 7.77
2428-83699-0026 1.86 2.07
2428-83699-0029 2.05 2.09
2428-83699-0032 1.15 1.25
2428-83699-0036 1.07 1.23
2428-83699-0036 1.64 1.78
2428-83699-0038 0.44 0.64
2428-83699-0038 1.53 1.92
2428-83699-0042 0.29 0.60
2428-83699-0042 1.04 1.17
2428-83705-0002 6.30 6.71
2428-83705-0007 2.16 2.42
2428-83705-0010 1.48 1.58
2428-83705-0011 0.53 0.66
2428-83705-0012 3.39 4.01
2428-83705-0012 5.29 5.35
2428-83705-0014 1.05 1.68
2428-83705-0015 2.49 2.90
2428-83705-0015 2.90 3.17
2428-83705-0015 5.38 5.52
2428-83705-0017 2.68 3.09
2428-83705-0018 1.05 1.35
2428-83705-0022 2.17 2.61
2428-83705-0023 2.62 2.94
2428-83705-0026 8.85 8.97
2428-83705-0029 3.52 3.66
2428-83705-0032 2.36 2.54
2428-83705-0034 1.57 2.01
2428-83705-0037 6.98 7.57
2428-83705-0042 2.64 2.80
2428-83705-0043 2.63 3.30
251-118436-0000 0.90 1.28
251-118436-0002 1.45 1.66
251-118436-0002 6.42 6.76
251-118436-0003 5.48 5.82
251-118436-0004 0.44 0.83
251-118436-0007 1.02 1.49
251-118436-0007 1.49 1.73
251-118436-0011 2.98 3.34
251-118436-0011 5.50 6.31
251-118436-0012 2.37 2.51
251-118436-0012 4.04 4.11
251-118436-0013 1.29 1.79
251-118436-0013 1.95 2.35
251-118436-0013 4.50 4.65
251-118436-0013 6.82 6.90
251-118436-0013 7.37 7.77
251-118436-0017 2.68 2.88
251-118436-0020 1.95 2.09
251-118436-0022 0.55 0.80
251-136532-0002 3.77 3.96
251-136532-0002 4.41 4.50
251-136532-0003 8.08 8.60
251-136532-0004 0.50 0.68
251-136532-0004 9.78 9.92
251-136532-0004 13.07 13.47
251-136532-0004 15.91 16.05
251-136532-0004 17.21 17.32
251-136532-0004 22.96 23.05
251-136532-0005 4.32 4.77
251-136532-0007 0.60 0.96
251-136532-0008 8.35 8.79
251-136532-0010 1.71 1.81
251-136532-0010 1.81 2.32
251-136532-0014 2.25 2.27
251-136532-0016 3.01 3.39
251-136532-0016 6.38 6.61
251-136532-0017 13.45 13.55
251-136532-0019 0.92 1.15
251-136532-0019 2.35 2.60
251-136532-0019 8.01 8.19
251-136532-0023 5.53 5.84
251-136532-0023 6.63 7.22
251-136532-0023 7.35 7.45
251-137823-0000 0.44 0.66
251-137823-0001 4.99 5.48
251-137823-0004 3.90 4.26
251-137823-0004 8.29 8.41
251-137823-0010 2.59 2.99
251-137823-0015 0.11 0.35
251-137823-0019 7.21 7.71
251-137823-0025 1.80 2.35
2803-154320-0001 9.91 10.03
2803-154320-0001 14.48 14.56
2803-154320-0003 2.54 2.72
2803-154320-0004 1.77 2.70
2803-154320-0005 2.93 3.05
2803-154320-0010 3.38 3.80
2803-154320-0012 5.45 5.57
2803-154328-0000 1.08 1.17
2803-154328-0001 2.21 2.35
2803-154328-0003 7.08 7.53
2803-154328-0003 8.24 8.28
2803-154328-0003 11.18 11.77
2803-154328-0004 0.38 0.56
2803-154328-0007 5.56 5.73
2803-154328-0009 5.61 5.64
2803-154328-0010 4.06 4.48
2803-154328-0012 2.31 3.04
2803-154328-0015 16.05 16.14
2803-154328-0015 17.64 17.74
2803-154328-0018 4.65 4.96
2803-154328-0018 8.88 9.38
2803-154328-0018 9.47 9.55
2803-154328-0019 3.04 3.74
2803-154328-0019 6.37 6.45
2803-154328-0023 3.84 4.03
2803-154328-0023 5.06 5.46
2803-161169-0000 1.92 2.33
2803-161169-0000 7.59 7.73
2803-161169-0003 8.32 8.81
2803-161169-0005 5.82 6.42
2803-161169-0006 3.98 4.23
