Class 0
1919-142785-0008 19.53 19.64
1919-142785-0010 3.42 3.51
1919-142785-0011 4.33 4.41
1919-142785-0012 1.96 2.04
1919-142785-0014 0.78 0.88
1919-142785-0018 3.02 3.12
1919-142785-0019 3.08 3.15
1919-142785-0019 3.74 3.82
1919-142785-0025 6.42 6.50
1919-142785-0028 1.94 2.04
1919-142785-0030 8.26 8.34
1919-142785-0031 1.73 1.82
1919-142785-0031 3.28 3.36
1919-142785-0032 0.73 0.82
1919-142785-0041 9.28 9.36
1919-142785-0049 2.01 2.09
1919-142785-0049 6.67 6.73
1919-142785-0050 1.02 1.12
1919-142785-0054 2.64 2.74
1919-142785-0055 1.17 1.27
1919-142785-0057 6.53 6.62
1919-142785-0059 2.59 2.68
1919-142785-0060 2.06 2.14
1919-142785-0061 11.26 11.34
1988-147956-0000 13.39 13.48
1988-147956-0001 1.91 1.98
1988-147956-0004 5.91 6.00
1988-147956-0008 2.06 2.13
1988-147956-0010 1.44 1.52
1988-147956-0015 2.44 2.51
1988-147956-0016 2.06 2.13
1988-147956-0019 1.89 1.98
1988-147956-0020 4.18 4.26
1988-147956-0023 1.69 1.81
1988-147956-0026 2.94 3.01
1988-147956-0026 4.89 4.97
1988-148538-0000 7.28 7.38
1988-148538-0003 1.36 1.48
1988-148538-0004 9.01 9.08
1988-148538-0004 9.54 9.62
1988-148538-0005 4.76 4.85
1988-148538-0006 12.94 13.03
1988-148538-0008 3.77 3.87
1988-148538-0009 1.75 1.85
1988-148538-0010 1.14 1.23
1988-148538-0013 4.81 4.91
1988-148538-0014 1.78 1.85
1988-148538-0014 9.59 9.68
1988-148538-0015 3.78 3.93
1988-148538-0015 12.85 12.93
1988-24833-0002 2.52 2.61
1988-24833-0011 2.76 2.85
1988-24833-0013 0.53 0.60
1988-24833-0013 1.97 2.03
1988-24833-0017 0.75 0.85
1988-24833-0018 3.22 3.30
1993-147149-0001 1.20 1.30
1993-147149-0004 5.45 5.54
1993-147149-0005 2.40 2.49
1993-147149-0006 14.47 14.54
1993-147149-0006 26.88 27.00
1993-147149-0007 0.77 0.89
1993-147149-0008 1.75 1.89
1993-147149-0009 1.26 1.37
1993-147149-0011 0.85 0.93
1993-147149-0013 1.92 2.03
1993-147149-0021 5.90 5.99
1993-147149-0022 14.22 14.33
1993-147149-0027 6.24 6.34
1993-147149-0027 10.54 10.66
1993-147149-0027 13.21 13.27
1993-147149-0028 6.53 6.62
1993-147149-0028 8.30 8.43
1993-147149-0028 9.07 9.15
1993-147149-0029 3.73 3.82
1993-147149-0030 6.60 6.71
1993-147964-0005 1.82 1.91
1993-147964-0008 4.09 4.18
1993-147964-0009 0.98 1.14
1993-147964-0010 4.46 4.54
1993-147965-0002 3.82 3.92
1993-147965-0006 4.41 4.47
1993-147965-0008 0.92 1.02
1993-147965-0008 1.36 1.44
1993-147965-0008 4.54 4.61
1993-147966-0000 4.32 4.40
1993-147966-0000 7.16 7.24
1993-147966-0001 8.11 8.21
2035-147960-0000 3.61 3.70
2035-147960-0002 1.73 1.81
2035-147961-0000 6.40 6.47
2035-147961-0002 3.37 3.45
2035-147961-0004 2.99 3.06
2035-147961-0004 5.12 5.20
2035-147961-0018 3.98 4.08
2035-147961-0018 4.60 4.68
2035-147961-0020 1.76 1.85
2035-147961-0020 2.55 2.62
2035-147961-0021 6.91 6.99
2035-147961-0023 1.75 1.82
2035-147961-0023 3.50 3.58
2035-147961-0025 0.69 0.77
2035-147961-0030 1.18 1.28
2035-147961-0030 2.40 2.50
2035-147961-0031 1.55 1.62
2035-147961-0037 1.92 2.00
2035-147961-0039 2.24 2.34
2035-147961-0040 2.18 2.29
2035-152373-0000 1.66 1.75
2035-152373-0000 2.22 2.30
2035-152373-0001 1.43 1.50
2035-152373-0001 7.89 7.98
2035-152373-0001 9.74 9.85
2035-152373-0002 2.35 2.43
2035-152373-0002 7.87 7.95
2035-152373-0005 0.80 0.90
2035-152373-0005 9.55 9.64
2035-152373-0005 12.52 12.59
2035-152373-0005 13.27 13.35
2035-152373-0005 14.17 14.24
2035-152373-0007 10.27 10.34
2035-152373-0008 5.59 5.72
2035-152373-0009 1.94 2.02
2035-152373-0009 7.64 7.73
2035-152373-0010 2.02 2.09
2035-152373-0010 4.60 4.70
2035-152373-0010 5.35 5.41
2035-152373-0012 7.78 7.89
2035-152373-0012 8.96 9.06
2035-152373-0013 0.69 0.77
2035-152373-0013 6.31 6.40
2035-152373-0013 17.00 17.06
2035-152373-0015 6.49 6.60
2078-142845-0004 1.66 1.75
2078-142845-0004 15.84 15.97
2078-142845-0006 5.93 6.03
2078-142845-0006 7.96 8.11
2078-142845-0007 1.02 1.13
2078-142845-0007 9.52 9.64
2078-142845-0007 13.13 13.22
2078-142845-0007 14.66 14.77
2078-142845-0008 14.60 14.71
2078-142845-0008 15.16 15.25
2078-142845-0010 12.46 12.59
2078-142845-0015 1.77 1.89
2078-142845-0015 5.64 5.77
2078-142845-0015 6.68 6.80
2078-142845-0015 8.82 8.91
2078-142845-0017 3.48 3.58
2078-142845-0019 0.76 0.83
2078-142845-0020 4.50 4.61
2078-142845-0025 7.76 7.86
2078-142845-0025 19.15 19.24
2078-142845-0025 21.57 21.69
2078-142845-0028 2.21 2.30
2078-142845-0028 9.30 9.42
2078-142845-0031 11.53 11.62
2078-142845-0033 5.60 5.69
2078-142845-0033 8.55 8.64
2078-142845-0037 6.80 6.91
2078-142845-0037 8.67 8.78
2078-142845-0037 12.74 12.85
2078-142845-0037 14.09 14.21
2078-142845-0038 3.34 3.50
2078-142845-0039 19.82 19.90
2078-142845-0043 3.31 3.43
2078-142845-0043 7.90 8.00
2078-142845-0051 6.15 6.28
2086-149214-0000 7.82 7.91
2086-149220-0001 15.50 15.60
2086-149220-0003 6.52 6.60
2086-149220-0003 18.24 18.32
2086-149220-0004 5.26 5.36
2086-149220-0005 5.81 5.89
2086-149220-0006 2.51 2.58
2086-149220-0008 1.54 1.65
2086-149220-0009 7.38 7.48
2086-149220-0010 8.56 8.67
2086-149220-0011 2.77 2.84
2086-149220-0012 1.24 1.35
2086-149220-0012 6.25 6.34
2086-149220-0013 13.31 13.41
2086-149220-0014 7.98 8.07
2086-149220-0014 8.43 8.52
2086-149220-0016 2.73 2.82
2086-149220-0016 5.44 5.52
2086-149220-0017 2.17 2.25
2086-149220-0017 6.50 6.57
2086-149220-0019 1.89 1.97
2086-149220-0019 2.89 2.95
2086-149220-0025 4.72 4.80
2086-149220-0025 5.89 5.95
2086-149220-0034 1.46 1.55
2086-149220-0034 3.20 3.32
2086-149220-0040 1.39 1.45
2086-149220-0041 5.69 5.78
2086-149220-0045 2.64 2.75
2086-149220-0047 0.97 1.04
2277-149874-0000 1.42 1.52
2277-149874-0000 11.44 11.54
2277-149874-0000 13.35 13.45
2277-149874-0001 1.41 1.49
2277-149874-0002 0.76 0.86
2277-149874-0003 6.67 6.74
2277-149874-0006 0.78 0.89
2277-149874-0012 3.18 3.26
2277-149874-0014 2.75 2.82
2277-149874-0014 4.77 4.86
2277-149874-0015 2.95 3.04
2277-149874-0017 2.43 2.53
2277-149874-0020 2.15 2.22
2277-149874-0020 4.69 4.78
2277-149874-0020 6.46 6.56
2277-149896-0000 2.52 2.62
2277-149896-0002 1.29 1.38
2277-149896-0002 2.81 2.90
2277-149896-0009 0.59 0.68
2277-149896-0030 3.87 3.97
2277-149896-0032 0.48 0.58
2277-149896-0032 3.18 3.31
2277-149897-0006 2.56 2.63
2277-149897-0007 6.98 7.04
2277-149897-0010 2.81 2.87
2277-149897-0018 1.84 1.93
2277-149897-0020 1.86 1.97
2277-149897-0020 3.28 3.37
2277-149897-0023 0.50 0.62
2277-149897-0026 2.38 2.47
2277-149897-0030 1.67 1.74
2412-153947-0005 1.87 1.95
2412-153947-0005 3.50 3.60
2412-153947-0007 4.91 5.05
2412-153947-0008 2.60 2.68
2412-153947-0008 7.10 7.19
2412-153947-0009 5.90 5.98
2412-153947-0010 10.13 10.19
2412-153947-0011 7.66 7.74
2412-153947-0013 5.52 5.62
2412-153948-0003 1.98 2.08
2412-153948-0003 5.89 5.99
2412-153948-0004 12.36 12.45
2412-153948-0004 13.24 13.32
2412-153948-0004 21.30 21.39
2412-153948-0005 2.07 2.15
2412-153948-0011 6.30 6.36
2412-153948-0014 1.03 1.11
2412-153954-0000 5.00 5.08
2412-153954-0001 2.34 2.41
2412-153954-0001 3.40 3.46
2412-153954-0004 9.16 9.25
2412-153954-0009 4.62 4.70
2412-153954-0014 2.38 2.46
2412-153954-0015 2.74 2.85
2412-153954-0015 8.22 8.33
2412-153954-0018 7.12 7.23
2428-83699-0003 3.87 3.94
2428-83699-0005 1.22 1.32
2428-83699-0005 4.39 4.49
2428-83699-0005 7.54 7.67
2428-83699-0012 2.76 2.85
2428-83699-0017 3.78 3.86
2428-83699-0018 9.40 9.55
2428-83699-0024 0.98 1.08
2428-83699-0031 1.69 1.79
2428-83699-0034 2.44 2.53
2428-83699-0034 6.70 6.80
2428-83699-0038 1.44 1.53
2428-83699-0039 0.93 1.01
2428-83699-0040 2.34 2.45
2428-83699-0040 3.94 4.05
2428-83699-0042 1.17 1.26
2428-83705-0002 5.50 5.60
2428-83705-0005 3.30 3.41
2428-83705-0022 0.98 1.08
2428-83705-0024 2.64 2.72
2428-83705-0025 1.73 1.80
2428-83705-0039 2.52 2.62
2428-83705-0040 3.11 3.18
2428-83705-0042 2.20 2.28
2428-83705-0042 8.60 8.68
2428-83705-0043 2.54 2.63
251-118436-0007 0.91 1.02
251-118436-0008 0.75 0.82
251-118436-0008 4.32 4.41
251-118436-0009 1.29 1.38
251-118436-0009 7.36 7.46
251-118436-0011 1.83 1.91
251-118436-0012 2.51 2.61
251-118436-0013 6.82 6.90
251-118436-0013 7.30 7.37
251-118436-0014 1.62 1.72
251-118436-0019 2.04 2.12
251-118436-0019 5.64 5.74
251-118436-0020 1.41 1.51
251-136532-0002 1.02 1.14
251-136532-0003 3.26 3.35
251-136532-0004 15.91 16.05
251-136532-0004 17.21 17.32
251-136532-0004 22.96 23.05
251-136532-0007 3.21 3.28
251-136532-0010 1.71 1.81
251-136532-0010 3.51 3.58
251-136532-0011 5.84 5.94
251-136532-0011 6.44 6.53
251-136532-0012 7.76 7.89
251-136532-0013 3.61 3.70
251-136532-0015 2.86 2.96
251-136532-0017 1.46 1.56
251-136532-0017 13.45 13.55
251-136532-0020 0.71 0.78
251-136532-0023 7.35 7.45
251-137823-0007 2.54 2.64
251-137823-0010 3.56 3.66
251-137823-0018 6.32 6.41
2803-154320-0001 14.48 14.56
2803-154320-0004 4.27 4.34
2803-154320-0012 7.50 7.63
2803-154328-0000 2.42 2.57
2803-154328-0000 3.35 3.47
2803-154328-0000 5.87 5.96
2803-154328-0008 2.94 3.03
2803-154328-0014 2.08 2.18
2803-154328-0015 16.05 16.14
2803-154328-0015 19.52 19.58
2803-154328-0019 4.33 4.42
2803-154328-0019 6.37 6.45
2803-161169-0001 0.46 0.62
2803-161169-0004 5.42 5.49
2803-161169-0004 7.90 7.99
2803-161169-0005 1.07 1.22
2803-161169-0005 5.50 5.56
2803-161169-0006 6.06 6.15
2803-161169-0007 8.35 8.45
2803-161169-0013 10.53 10.60
2803-161169-0014 8.18 8.27
2803-161169-0017 3.33 3.42
2902-9006-0001 4.05 4.14
2902-9006-0001 9.98 10.06
2902-9006-0001 14.72 14.80
2902-9006-0001 17.22 17.35
2902-9006-0002 2.72 2.81
2902-9006-0005 10.33 10.44
2902-9006-0005 14.04 14.15
2902-9006-0005 16.13 16.22
2902-9006-0007 13.56 13.64
2902-9006-0007 24.47 24.56
2902-9006-0008 7.98 8.06
2902-9006-0009 0.69 0.79
2902-9006-0009 3.10 3.20
2902-9006-0011 0.75 0.84
2902-9006-0011 1.86 1.98
2902-9006-0014 2.66 2.74
2902-9006-0014 12.06 12.15
2902-9006-0014 13.53 13.63
2902-9006-0015 5.89 5.98
2902-9006-0015 10.25 10.36
2902-9006-0015 16.54 16.62
2902-9006-0015 29.56 29.71
2902-9006-0017 15.55 15.65
2902-9006-0018 9.39 9.48
2902-9006-0018 27.94 28.02
2902-9006-0019 11.61 11.68
2902-9006-0019 12.69 12.77
2902-9008-0000 2.17 2.27
2902-9008-0000 4.91 5.02
2902-9008-0002 6.82 6.93
2902-9008-0002 7.88 7.99
2902-9008-0002 9.45 9.53
2902-9008-0002 10.99 11.08
2902-9008-0003 5.40 5.52
2902-9008-0003 6.14 6.21
2902-9008-0006 2.71 2.78
2902-9008-0006 15.11 15.20
2902-9008-0009 2.32 2.39
3000-15664-0001 11.65 11.73
3000-15664-0002 0.88 0.97
3000-15664-0005 3.52 3.63
3000-15664-0007 2.56 2.65
3000-15664-0010 3.10 3.19
3000-15664-0010 5.84 5.91
3000-15664-0010 7.25 7.33
3000-15664-0011 3.58 3.64
3000-15664-0011 9.14 9.25
3000-15664-0012 1.20 1.31
3000-15664-0012 3.55 3.63
3000-15664-0012 10.82 10.91
3000-15664-0013 5.78 5.89
3000-15664-0018 2.09 2.18
3000-15664-0019 1.48 1.57
3000-15664-0019 3.76 3.84
3000-15664-0019 14.37 14.46
3000-15664-0022 5.47 5.55
3000-15664-0023 2.80 2.88
3000-15664-0023 3.51 3.59
3000-15664-0028 3.59 3.68
3000-15664-0031 3.20 3.26
3000-15664-0031 7.54 7.62
3000-15664-0032 5.78 5.87
3000-15664-0032 7.56 7.66
3000-15664-0033 19.66 19.74
3000-15664-0033 21.50 21.61
3000-15664-0034 0.75 0.86
3000-15664-0034 7.72 7.81
3000-15664-0035 1.32 1.41
3000-15664-0035 5.78 5.89
3000-15664-0035 11.04 11.14
3000-15664-0037 1.37 1.45
3000-15664-0038 9.65 9.74
3000-15664-0038 12.97 13.06
3000-15664-0038 14.78 14.89
3000-15664-0039 2.94 3.03
3000-15664-0040 1.33 1.43
3000-15664-0040 3.24 3.34
3000-15664-0041 0.79 0.88
3000-15664-0041 4.39 4.50
3000-15664-0041 10.00 10.09
3000-15664-0041 15.50 15.62
3000-15664-0042 3.56 3.66
3000-15664-0042 4.18 4.25
3000-15664-0044 2.50 2.60
3000-15664-0044 7.77 7.88
3000-15664-0044 11.32 11.41
3081-166546-0000 2.22 2.30
3081-166546-0000 4.42 4.51
3081-166546-0001 8.36 8.43
3081-166546-0007 3.62 3.73
3081-166546-0012 1.86 1.97
3081-166546-0012 3.85 3.95
3081-166546-0020 3.52 3.61
3081-166546-0030 7.93 8.02
3081-166546-0043 2.79 2.87
3081-166546-0046 0.82 0.92
3081-166546-0051 9.80 9.90
3081-166546-0052 2.75 2.84
3081-166546-0056 3.95 4.04
3081-166546-0057 1.20 1.30
3081-166546-0061 0.68 0.78
3081-166546-0062 3.94 4.03
3081-166546-0071 2.28 2.38
3081-166546-0074 9.57 9.64
3081-166546-0076 1.15 1.23
3081-166546-0085 3.67 3.78
3081-166546-0087 2.14 2.22
3081-166546-0087 6.65 6.73
3081-166546-0089 1.80 1.88
3081-166546-0089 7.08 7.20
3170-137482-0000 4.29 4.37
3170-137482-0001 11.08 11.15
3170-137482-0002 3.85 3.91
3170-137482-0002 13.60 13.67
3170-137482-0002 16.02 16.11
3170-137482-0003 8.88 8.97
3170-137482-0004 2.76 2.85
3170-137482-0005 1.54 1.61
3170-137482-0005 2.87 2.96
3170-137482-0005 6.12 6.20
3170-137482-0006 0.57 0.66
3170-137482-0007 11.88 11.96
3170-137482-0007 15.84 15.94
3170-137482-0009 3.00 3.10
3170-137482-0011 1.12 1.21
3170-137482-0015 4.63 4.72
3170-137482-0019 3.22 3.29
3170-137482-0021 5.31 5.41
3170-137482-0022 1.09 1.16
3170-137482-0022 10.12 10.20
3170-137482-0029 1.82 1.92
3170-137482-0035 4.90 5.00
3170-137482-0035 5.76 5.86
3170-137482-0036 3.06 3.14
3170-137482-0037 3.19 3.29
3170-137482-0039 16.97 17.05
3170-137482-0040 5.78 5.87
3170-137482-0041 2.68 2.79
3170-137482-0044 4.27 4.36
3170-137482-0044 10.30 10.39
3170-137482-0047 1.23 1.31
3536-23268-0000 2.80 2.90
3536-23268-0000 10.06 10.12
3536-23268-0000 14.18 14.26
3536-23268-0000 17.93 18.03
3536-23268-0002 1.00 1.10
3536-23268-0003 6.31 6.43
3536-23268-0007 2.85 2.92
3536-23268-0007 4.11 4.18
3536-23268-0007 5.20 5.28
3536-23268-0008 3.93 4.00
3536-23268-0015 2.57 2.68
3536-23268-0016 4.17 4.25
3536-23268-0017 0.68 0.78
3536-23268-0017 6.51 6.59
3536-23268-0021 9.88 10.01
3536-23268-0024 3.69 3.77
3536-23268-0026 0.76 0.85
3536-23268-0027 7.94 8.04
3536-23268-0028 6.32 6.42
3536-23268-0030 4.95 5.04
3536-8226-0000 0.33 0.42
3536-8226-0002 6.07 6.15
3536-8226-0004 13.40 13.52
3536-8226-0005 0.68 0.76
3536-8226-0005 11.18 11.31
3536-8226-0010 4.06 4.14
3536-8226-0010 8.78 8.87
3536-8226-0015 9.11 9.20
3576-138058-0000 5.22 5.31
3576-138058-0000 5.60 5.69
3576-138058-0002 2.74 2.82
3576-138058-0002 12.23 12.33
3576-138058-0002 12.87 12.96
3576-138058-0002 16.16 16.25
3576-138058-0005 7.84 7.93
3576-138058-0010 3.20 3.30
3576-138058-0013 1.97 2.09
3576-138058-0015 5.07 5.16
3576-138058-0023 8.00 8.16
3576-138058-0023 8.76 8.87
3576-138058-0026 5.75 5.86
3576-138058-0032 0.66 0.76
3576-138058-0034 6.37 6.47
3576-138058-0035 2.30 2.43
3576-138058-0036 17.53 17.63
3576-138058-0037 6.13 6.22
3576-138058-0039 0.46 0.56
3752-4943-0001 0.58 0.65
3752-4943-0003 2.36 2.47
3752-4943-0004 1.13 1.20
3752-4943-0004 8.43 8.52
3752-4943-0004 12.46 12.56
3752-4943-0008 0.80 0.88
3752-4943-0021 2.18 2.27
3752-4943-0021 3.68 3.75
3752-4943-0023 2.34 2.46
3752-4943-0025 1.02 1.14
3752-4944-0000 1.62 1.73
3752-4944-0002 0.50 0.58
3752-4944-0002 1.06 1.16
3752-4944-0009 0.59 0.68
3752-4944-0012 1.86 1.96
3752-4944-0021 3.29 3.37
3752-4944-0021 5.26 5.34
3752-4944-0022 4.71 4.80
3752-4944-0027 0.67 0.79
3752-4944-0027 7.61 7.69
3752-4944-0031 1.06 1.17
3752-4944-0039 4.89 4.96
3752-4944-0041 1.16 1.25
3752-4944-0050 1.62 1.70
3752-4944-0051 2.66 2.74
3752-4944-0064 1.90 2.01
3752-4944-0066 1.46 1.55
3752-4944-0066 1.90 2.03
3752-4944-0067 0.96 1.06
3752-4944-0067 1.90 2.00
3752-4944-0069 0.57 0.65
3853-163249-0000 3.26 3.34
3853-163249-0001 3.31 3.42
3853-163249-0003 3.77 3.84
3853-163249-0006 8.05 8.13
3853-163249-0007 1.73 1.80
3853-163249-0012 11.94 12.02
3853-163249-0013 1.97 2.07
3853-163249-0013 5.35 5.45
3853-163249-0014 6.92 7.02
3853-163249-0016 6.44 6.52
3853-163249-0018 5.10 5.18
3853-163249-0022 6.04 6.12
3853-163249-0024 3.01 3.10
3853-163249-0025 1.89 2.02
3853-163249-0026 2.93 3.05
3853-163249-0027 3.10 3.23
3853-163249-0030 9.12 9.20
3853-163249-0031 0.85 0.94
3853-163249-0031 6.34 6.45
3853-163249-0036 1.29 1.39
3853-163249-0036 1.78 1.88
3853-163249-0037 0.91 1.01
3853-163249-0037 2.39 2.48
3853-163249-0046 3.04 3.16
3853-163249-0047 4.26 4.35
3853-163249-0047 10.32 10.43
3853-163249-0048 2.99 3.09
3853-163249-0051 2.08 2.18
3853-163249-0052 7.02 7.12
3853-163249-0052 9.22 9.32
3853-163249-0054 8.84 8.94
3853-163249-0054 10.38 10.48
3853-163249-0054 13.79 13.90
3853-163249-0054 16.45 16.53
422-122949-0000 4.72 4.81
422-122949-0001 7.07 7.18
422-122949-0001 8.67 8.78
422-122949-0003 1.79 1.87
422-122949-0006 2.20 2.30
422-122949-0007 11.57 11.65
422-122949-0007 13.21 13.31
422-122949-0008 6.23 6.30
422-122949-0008 7.37 7.46
422-122949-0009 3.97 4.06
422-122949-0009 15.58 15.68
422-122949-0010 6.03 6.12
422-122949-0010 6.74 6.81
422-122949-0010 27.66 27.74
422-122949-0011 2.98 3.09
422-122949-0012 2.80 2.90
422-122949-0012 8.68 8.75
422-122949-0012 9.21 9.31
422-122949-0013 13.96 14.07
422-122949-0013 19.00 19.09
422-122949-0013 30.43 30.51
422-122949-0014 11.15 11.22
422-122949-0014 14.49 14.61
422-122949-0014 16.12 16.22
422-122949-0014 24.38 24.49
422-122949-0015 9.16 9.28
422-122949-0019 12.02 12.11
422-122949-0020 1.43 1.52
422-122949-0021 1.42 1.53
422-122949-0022 7.56 7.66
422-122949-0022 9.12 9.21
422-122949-0023 5.72 5.81
422-122949-0024 3.23 3.34
422-122949-0025 4.20 4.27
422-122949-0025 14.38 14.45
422-122949-0026 9.53 9.63
422-122949-0032 5.75 5.85
5338-24615-0000 2.80 2.91
5338-24615-0000 8.65 8.73
5338-24615-0002 16.82 16.92
5338-24615-0002 28.63 28.76
5338-24615-0003 8.63 8.73
5338-24615-0004 1.88 1.99
5338-24615-0004 14.41 14.51
5338-24615-0006 7.66 7.74
5338-24615-0006 8.23 8.32
5338-24615-0010 3.09 3.16
5338-24615-0011 3.99 4.08
5338-24615-0012 2.52 2.61
5338-24615-0013 6.14 6.22
5338-24615-0014 5.31 5.39
5338-24615-0014 6.52 6.62
5338-24615-0014 7.91 8.00
5338-24640-0005 2.41 2.49
5338-24640-0006 2.94 3.02
5338-24640-0007 15.94 16.08
5338-284437-0001 3.04 3.12
5338-284437-0001 4.43 4.56
5338-284437-0004 4.25 4.33
5338-284437-0007 2.60 2.68
5338-284437-0009 5.10 5.20
5338-284437-0011 2.38 2.46
5338-284437-0013 9.98 10.11
5338-284437-0020 2.68 2.78
5338-284437-0020 4.54 4.61
5338-284437-0021 4.16 4.25
5338-284437-0026 3.20 3.29
5338-284437-0029 4.60 4.67
5338-284437-0031 1.86 1.97
5536-43358-0008 5.91 6.00
5536-43358-0009 4.61 4.68
5536-43358-0011 3.54 3.61
5536-43358-0013 0.59 0.66
5536-43358-0013 3.16 3.24
5536-43358-0017 5.30 5.39
5536-43358-0017 8.88 8.94
5536-43358-0019 3.23 3.33
5536-43359-0001 3.90 3.98
5536-43359-0001 6.10 6.21
5536-43359-0001 6.77 6.86
5536-43359-0008 0.96 1.04
5536-43359-0011 1.18 1.26
5536-43359-0011 7.98 8.06
5536-43359-0011 11.58 11.66
5536-43359-0013 0.93 1.00
5536-43359-0014 1.49 1.59
5536-43359-0015 0.99 1.08
5536-43359-0016 2.39 2.46
5536-43359-0017 4.02 4.08
5536-43363-0000 1.39 1.46
5536-43363-0003 7.33 7.44
5536-43363-0004 1.98 2.06
5536-43363-0005 12.16 12.26
5536-43363-0005 14.18 14.29
5536-43363-0007 4.28 4.35
5536-43363-0007 8.96 9.07
5536-43363-0008 1.74 1.81
5536-43363-0008 6.67 6.74
