Class 0
2428-83699-0008 9.94 10.38
2428-83699-0012 0.26 0.40
2428-83699-0012 0.40 0.67
2428-83699-0012 0.67 0.95
2428-83699-0012 1.47 2.01
2428-83699-0012 2.76 2.85
2428-83699-0012 3.65 3.94
2428-83699-0012 4.29 4.41
2428-83699-0012 4.83 5.07
2428-83699-0012 5.38 5.70
2428-83699-0012 7.00 7.90
2428-83699-0018 0.37 0.56
2428-83699-0018 1.38 1.64
2428-83699-0018 1.64 1.97
2428-83699-0018 2.47 2.81
2428-83699-0018 4.06 4.42
2428-83699-0018 5.07 5.50
2428-83699-0018 5.50 5.63
2428-83699-0018 5.63 5.66
2428-83699-0018 7.31 7.73
2428-83699-0018 11.29 11.69
2428-83699-0018 11.69 12.03
2428-83699-0018 12.03 12.50
2428-83699-0011 1.95 2.37
2428-83699-0010 1.14 1.65
2428-83699-0024 0.38 0.59
2428-83699-0024 0.59 0.86
2428-83699-0024 0.86 0.98
2428-83699-0024 3.09 3.44
2428-83699-0024 4.00 4.25
2428-83699-0003 0.64 0.75
2428-83699-0003 2.03 2.54
2428-83699-0003 2.88 3.01
2428-83699-0003 3.25 3.39
2428-83699-0003 3.39 3.78
2428-83699-0003 4.24 4.33
2428-83699-0003 5.34 5.52
2428-83699-0040 0.00 0.33
2428-83699-0040 0.78 1.18
2428-83699-0040 2.66 2.85
2428-83699-0040 3.25 3.68
2428-83699-0040 3.94 4.05
2428-83699-0040 5.11 5.17
2428-83699-0040 5.17 5.64
2428-83699-0040 6.00 6.13
2428-83699-0040 6.13 6.19
2428-83699-0040 7.10 7.24
2428-83699-0040 7.24 7.63
2428-83699-0040 7.63 7.83
2428-83699-0037 0.00 0.44
2428-83699-0037 0.44 0.57
2428-83699-0037 1.16 1.61
2428-83699-0037 1.61 2.01
2428-83699-0037 4.00 4.07
2428-83699-0037 5.23 5.42
2428-83699-0037 5.42 6.02
2428-83699-0028 1.32 1.69
2428-83699-0028 1.69 1.94
2428-83699-0028 2.28 2.54
2428-83699-0014 1.53 2.05
2428-83699-0013 0.33 0.46
2428-83699-0013 1.74 1.79
2428-83699-0013 1.79 2.09
2428-83699-0013 2.09 2.41
2428-83699-0015 0.00 0.31
2428-83699-0015 0.31 0.44
2428-83699-0015 1.58 2.10
2428-83699-0015 2.10 2.19
2428-83699-0016 0.70 0.89
2428-83699-0016 1.83 2.14
2428-83699-0016 2.39 2.51
2428-83699-0016 2.63 2.84
2428-83699-0016 3.94 4.06
2428-83699-0016 4.59 4.68
2428-83699-0016 5.53 5.96
2428-83699-0016 6.71 6.99
2428-83699-0016 6.99 7.18
2428-83699-0016 7.36 8.03
2428-83699-0017 0.43 0.50
2428-83699-0017 3.09 3.25
2428-83699-0017 3.53 3.66
2428-83699-0017 3.66 3.78
2428-83699-0017 3.86 4.35
2428-83699-0017 5.41 5.69
2428-83699-0017 5.72 5.99
2428-83699-0017 6.58 6.67
2428-83699-0017 7.79 8.07
2428-83699-0017 10.17 10.33
2428-83699-0017 10.40 10.78
2428-83699-0017 11.50 11.91
2428-83699-0017 12.19 12.31
2428-83699-0017 12.55 12.68
2428-83699-0029 0.00 0.55
2428-83699-0029 1.37 2.05
2428-83699-0029 2.05 2.09
2428-83699-0029 2.09 2.24
2428-83699-0029 2.57 2.64
2428-83699-0029 3.98 4.39
2428-83699-0029 5.07 5.21
2428-83699-0029 5.32 5.55
2428-83699-0034 0.23 0.75
2428-83699-0034 3.59 3.99
2428-83699-0034 5.05 5.59
2428-83699-0034 5.59 5.72
2428-83699-0034 6.53 6.70
2428-83699-0034 6.80 7.20
2428-83699-0034 7.20 7.39
2428-83699-0034 7.39 7.51
2428-83699-0034 7.96 8.12
2428-83699-0038 0.00 0.44
2428-83699-0038 0.44 0.64
2428-83699-0038 0.64 1.07
2428-83699-0038 1.07 1.34
2428-83699-0038 1.34 1.44
2428-83699-0038 1.44 1.53
2428-83699-0025 1.10 1.49
2428-83699-0025 1.49 1.63
2428-83699-0025 1.73 1.98
2428-83699-0025 1.98 2.40
2428-83699-0025 2.40 3.08
2428-83699-0025 4.03 4.80
2428-83699-0025 4.80 5.17
2428-83699-0025 5.58 5.77
2428-83699-0025 6.96 7.36
2428-83699-0025 7.36 7.46
2428-83699-0033 1.82 2.05
2428-83699-0033 2.40 2.63
2428-83699-0033 2.63 2.75
2428-83699-0033 3.04 3.60
2428-83699-0001 0.00 0.40
2428-83699-0035 0.37 0.70
2428-83699-0035 1.32 1.67
2428-83699-0036 1.07 1.23
2428-83699-0036 1.23 1.64
2428-83699-0036 2.94 3.16
2428-83699-0036 3.16 3.26
2428-83699-0036 3.26 3.64
2428-83699-0036 3.74 4.26
2428-83699-0023 0.50 0.68
2428-83699-0023 1.68 1.85
2428-83699-0023 1.85 2.21
2428-83699-0022 1.11 1.26
2428-83699-0022 1.37 1.87
2428-83699-0002 0.00 0.30
2428-83699-0002 0.30 0.40
2428-83699-0002 1.40 1.87
2428-83699-0002 1.87 2.28
2428-83699-0002 3.24 3.32
2428-83699-0002 3.51 3.71
2428-83699-0020 0.60 0.92
2428-83699-0020 0.92 1.06
2428-83699-0020 2.34 2.51
2428-83699-0020 3.16 3.42
2428-83699-0020 4.28 4.67
2428-83699-0020 4.67 4.89
2428-83699-0004 0.00 0.34
2428-83699-0004 0.34 0.46
2428-83699-0004 0.95 1.02
2428-83699-0026 0.00 0.28
2428-83699-0026 0.28 0.44
2428-83699-0026 1.86 2.07
2428-83699-0026 2.07 2.32
2428-83699-0026 2.97 3.14
2428-83699-0039 1.01 1.29
2428-83699-0005 0.18 0.29
2428-83699-0005 0.29 0.45
2428-83699-0005 0.45 0.76
2428-83699-0005 0.99 1.22
2428-83699-0005 1.55 1.66
2428-83699-0005 3.52 3.94
2428-83699-0005 3.94 4.20
2428-83699-0005 4.20 4.39
2428-83699-0005 5.69 5.92
2428-83699-0005 8.43 8.84
2428-83699-0030 0.00 0.22
2428-83699-0030 1.97 2.28
2428-83699-0030 2.48 2.87
2428-83699-0019 0.87 0.95
2428-83699-0019 0.95 1.43
2428-83699-0019 1.43 1.54
2428-83699-0019 2.06 2.22
2428-83699-0019 3.45 4.01
2428-83699-0019 4.55 4.91
2428-83699-0007 0.97 1.62
2428-83699-0007 1.96 2.39
2428-83699-0007 2.39 2.52
2428-83699-0007 2.88 3.46
2428-83699-0007 3.46 3.91
2428-83699-0007 4.17 4.32
2428-83699-0007 4.32 4.88
2428-83699-0007 4.99 5.22
2428-83699-0031 0.32 0.57
2428-83699-0031 0.57 0.75
2428-83699-0031 0.75 1.21
2428-83699-0031 3.18 3.31
2428-83699-0041 0.18 0.39
2428-83699-0041 0.68 1.22
2428-83699-0041 1.97 2.07
2428-83699-0021 0.66 0.77
2428-83699-0021 1.86 2.06
2428-83705-0038 1.46 1.55
2428-83705-0038 3.14 3.93
2428-83705-0038 3.93 4.09
2428-83705-0038 4.39 4.73
2428-83705-0038 5.32 5.79
2428-83705-0038 6.03 6.21
2428-83705-0013 1.76 1.90
2428-83705-0013 1.90 2.10
2428-83705-0013 2.10 2.71
2428-83705-0013 2.74 2.91
2428-83705-0035 0.53 0.78
2428-83705-0035 0.78 0.81
2428-83705-0035 3.50 3.86
2428-83705-0027 0.88 1.18
2428-83705-0027 1.18 2.07
2428-83705-0027 2.07 2.32
2428-83705-0001 0.80 1.11
2428-83705-0001 2.17 2.31
2428-83705-0001 6.35 6.84
2428-83705-0015 0.00 0.39
2428-83705-0015 0.61 0.81
2428-83705-0015 0.81 1.07
2428-83705-0015 1.16 1.34
2428-83705-0015 2.49 2.90
2428-83705-0015 4.48 4.63
2428-83705-0015 6.19 6.32
2428-83705-0015 8.04 8.49
2428-83705-0015 8.70 8.94
2428-83705-0015 9.50 9.80
2428-83705-0015 9.80 10.03
2428-83705-0022 0.80 0.86
2428-83705-0022 2.17 2.61
2428-83705-0022 4.30 4.56
2428-83705-0022 4.56 4.85
2428-83705-0022 5.18 5.53
2428-83705-0040 0.26 0.48
2428-83705-0040 0.70 1.30
2428-83705-0040 2.75 2.95
2428-83705-0040 2.95 3.11
2428-83705-0019 0.82 1.18
2428-83705-0019 1.35 1.83
2428-83705-0019 1.83 2.08
2428-83705-0019 3.58 3.78
2428-83705-0019 4.37 4.89
2428-83705-0021 0.00 0.43
2428-83705-0021 0.43 0.65
2428-83705-0021 1.05 1.37
2428-83705-0021 1.79 2.09
2428-83705-0021 2.09 2.36
2428-83705-0043 0.00 0.23
2428-83705-0043 0.73 1.14
2428-83705-0043 1.14 1.41
2428-83705-0043 3.30 3.45
2428-83705-0043 4.93 5.05
2428-83705-0007 0.47 0.77
2428-83705-0007 1.41 1.67
2428-83705-0007 2.16 2.42
2428-83705-0007 2.42 2.56
2428-83705-0031 0.00 0.25
2428-83705-0031 0.25 0.59
2428-83705-0031 0.59 0.72
2428-83705-0031 0.84 1.51
2428-83705-0031 1.51 1.59
2428-83705-0011 0.00 0.53
2428-83705-0011 0.53 0.66
2428-83705-0011 0.66 0.95
2428-83705-0011 1.58 1.80
2428-83705-0011 1.90 2.62
2428-83705-0011 2.98 3.15
2428-83705-0011 3.75 4.38
2428-83705-0011 4.81 5.09
2428-83705-0010 0.00 0.25
2428-83705-0010 0.84 0.96
2428-83705-0010 1.26 1.48
2428-83705-0023 0.68 0.84
2428-83705-0023 2.25 2.38
2428-83705-0023 3.14 3.44
2428-83705-0026 0.33 0.50
2428-83705-0026 1.05 1.31
2428-83705-0026 1.31 1.39
2428-83705-0026 2.38 2.75
2428-83705-0026 4.25 4.71
2428-83705-0026 5.08 5.24
2428-83705-0026 5.36 5.53
2428-83705-0026 5.84 6.15
2428-83705-0026 6.28 6.41
2428-83705-0026 6.41 6.87
2428-83705-0026 9.28 9.48
2428-83705-0025 0.30 0.48
2428-83705-0025 0.48 0.63
2428-83705-0025 0.63 0.88
2428-83705-0025 1.07 1.47
2428-83705-0025 1.47 1.59
2428-83705-0025 1.80 2.40
2428-83705-0025 2.40 2.43
2428-83705-0025 2.82 2.92
2428-83705-0025 2.92 3.11
2428-83705-0025 3.24 3.32
2428-83705-0025 3.82 4.38
2428-83705-0025 4.38 4.59
2428-83705-0025 4.59 4.74
2428-83705-0025 4.74 4.95
2428-83705-0025 5.26 5.48
2428-83705-0025 6.29 6.75
2428-83705-0025 8.87 9.13
2428-83705-0006 0.53 0.66
2428-83705-0006 0.66 1.14
2428-83705-0006 1.14 1.27
2428-83705-0006 1.27 1.76
2428-83705-0006 1.76 2.17
2428-83705-0006 2.47 2.54
2428-83705-0006 2.54 2.90
2428-83705-0006 2.90 3.35
2428-83705-0005 0.89 1.47
2428-83705-0005 1.47 1.74
2428-83705-0005 1.99 2.66
2428-83705-0005 3.77 4.26
2428-83705-0042 0.00 0.17
2428-83705-0042 0.31 0.49
2428-83705-0042 0.81 1.03
2428-83705-0042 1.03 1.30
2428-83705-0042 1.87 2.20
2428-83705-0042 2.80 3.18
2428-83705-0042 3.31 3.47
2428-83705-0042 3.47 3.99
2428-83705-0042 3.99 4.20
2428-83705-0042 4.76 4.90
2428-83705-0042 5.22 5.69
2428-83705-0042 6.32 7.00
2428-83705-0042 7.00 7.16
2428-83705-0042 7.16 7.40
2428-83705-0042 8.60 8.68
2428-83705-0042 9.27 9.75
2428-83705-0042 9.75 9.97
2428-83705-0042 10.43 11.00
2428-83705-0000 0.36 0.50
2428-83705-0000 1.91 2.37
2428-83705-0000 2.82 3.33
2428-83705-0037 0.00 0.51
2428-83705-0037 1.02 1.40
2428-83705-0037 1.98 2.32
2428-83705-0037 4.35 4.47
2428-83705-0037 5.54 5.68
2428-83705-0037 6.42 6.87
2428-83705-0037 6.87 6.98
2428-83705-0037 6.98 7.57
2428-83705-0037 7.57 7.67
2428-83705-0036 0.53 0.93
2428-83705-0036 0.93 1.52
2428-83705-0033 0.42 0.60
2428-83705-0033 0.60 0.77
2428-83705-0033 0.94 1.14
2428-83705-0033 2.08 2.82
2428-83705-0033 3.94 4.13
2428-83705-0033 6.34 6.90
2428-83705-0041 0.00 0.20
2428-83705-0041 1.70 2.10
2428-83705-0041 3.12 3.49
2428-83705-0017 0.96 1.03
2428-83705-0017 1.35 1.44
2428-83705-0017 1.44 2.05
2428-83705-0017 2.30 2.51
2428-83705-0017 2.68 3.09
2428-83705-0017 3.34 3.58
2428-83705-0039 2.12 2.20
2428-83705-0004 0.00 0.49
2428-83705-0004 0.64 1.00
2428-83705-0004 1.44 1.74
2428-83705-0004 1.74 1.98
2428-83705-0004 2.52 2.96
2428-83705-0004 3.95 4.29
2428-83705-0004 5.55 5.76
2428-83705-0004 6.03 6.29
2428-83705-0004 6.29 6.38
2428-83705-0024 0.00 0.26
2428-83705-0024 1.49 1.80
2428-83705-0024 2.39 2.64
2428-83705-0024 3.26 3.44
2428-83705-0024 3.78 3.88
2428-83705-0024 4.34 4.77
2428-83705-0016 1.13 1.21
2428-83705-0016 1.21 1.77
2428-83705-0008 0.60 1.16
2428-83705-0008 3.24 3.62
2428-83705-0029 0.47 1.06
2428-83705-0029 1.18 1.49
2428-83705-0029 2.61 3.45
2428-83705-0029 3.52 3.66
2428-83705-0029 3.87 4.35
2428-83705-0029 5.00 5.56
2428-83705-0030 0.78 0.86
2428-83705-0030 1.68 1.71
2428-83705-0030 3.54 3.91
2428-83705-0030 4.49 4.66
2428-83705-0030 5.14 5.24
2428-83705-0030 5.24 5.96
2428-83705-0030 5.96 6.58
2428-83705-0030 7.00 7.29
2428-83705-0030 7.29 7.44
2428-83705-0030 7.69 7.85
2428-83705-0030 7.85 8.83
2428-83705-0003 0.77 1.10
2428-83705-0020 0.91 1.05
2428-83705-0020 1.69 1.86
2428-83705-0020 4.83 4.96
2428-83705-0014 0.33 0.56
2428-83705-0014 2.06 2.17
2428-83705-0014 2.34 2.48
2428-83705-0014 3.55 3.84
2428-83705-0014 3.84 4.17
2428-83705-0018 2.18 2.36
2428-83705-0018 3.02 3.21
2428-83705-0018 3.58 3.89
2428-83705-0018 3.89 4.14
2428-83705-0018 4.21 4.52
2428-83705-0018 5.87 5.88
2428-83705-0009 0.35 0.64
2428-83705-0009 0.90 1.07
2428-83705-0012 0.48 0.66
2428-83705-0012 1.30 1.53
2428-83705-0012 1.53 2.26
2428-83705-0012 4.01 4.29
2428-83705-0012 4.29 4.46
2428-83705-0012 5.29 5.35
2428-83705-0012 5.35 5.73
2428-83705-0012 5.73 5.99
2428-83705-0012 6.62 6.92
2428-83705-0012 7.56 7.96
2428-83705-0034 0.00 0.53
2428-83705-0034 1.23 1.57
2428-83705-0034 2.01 2.73
2428-83705-0034 2.73 2.95
2428-83705-0034 3.06 3.34
2428-83705-0034 5.17 5.45
2428-83705-0002 0.00 0.54
2428-83705-0002 0.54 0.67
2428-83705-0002 0.67 0.81
2428-83705-0002 1.46 1.69
2428-83705-0002 2.20 2.35
2428-83705-0002 2.74 2.84
2428-83705-0002 4.85 5.21
2428-83705-0002 5.60 5.90
2428-83705-0002 6.82 6.95
2428-83705-0002 9.45 9.64
2428-83705-0002 9.64 10.14
2428-83705-0002 10.14 10.23
2428-83705-0002 10.23 10.46
2428-83705-0002 10.88 11.29
2428-83705-0002 14.03 14.53
2428-83705-0002 14.66 15.06
2428-83705-0002 15.06 15.22
2428-83705-0002 15.22 15.33
2428-83705-0032 3.46 3.65
2428-83705-0032 3.86 4.62
2428-83705-0032 4.62 4.69
2428-83705-0032 5.19 5.37
2428-83705-0032 6.11 6.50
2428-83705-0028 0.46 0.79
2428-83705-0028 1.05 1.56
2428-83705-0028 1.56 1.60
2428-83705-0028 2.39 2.57
2428-83705-0028 4.41 4.57
2428-83705-0028 4.57 4.70
2428-83705-0028 4.70 4.93
2428-83705-0028 5.69 5.95
2428-83705-0028 5.95 6.12
2428-83705-0028 6.69 6.86
2428-83705-0028 6.86 7.18
2428-83705-0028 7.29 7.39
2428-83705-0028 7.39 7.73
2428-83705-0028 8.96 9.25
8297-275155-0001 1.25 1.31
8297-275155-0001 3.75 3.99
8297-275155-0001 5.20 5.55
8297-275155-0001 5.55 5.85
8297-275155-0001 6.09 6.62
8297-275155-0009 0.50 0.68
8297-275155-0009 0.68 0.79
8297-275155-0009 1.55 1.67
8297-275155-0009 1.67 1.88
8297-275155-0009 1.88 2.01
8297-275155-0009 2.78 2.94
8297-275155-0009 4.00 4.59
8297-275155-0009 5.20 5.73
8297-275155-0009 5.73 6.14
8297-275155-0019 0.00 0.49
8297-275155-0019 4.74 4.98
8297-275155-0019 5.24 5.78
8297-275155-0000 1.25 1.55
8297-275155-0000 1.55 1.83
8297-275155-0000 7.54 7.78
8297-275155-0000 9.60 9.70
8297-275155-0031 0.53 1.08
8297-275155-0031 1.08 1.19
8297-275155-0031 2.02 2.19
8297-275155-0031 2.97 3.04
8297-275155-0007 1.18 1.32
8297-275155-0007 1.43 1.54
8297-275155-0007 2.11 2.70
8297-275155-0007 2.97 3.50
8297-275155-0014 0.00 0.11
8297-275155-0014 0.58 1.02
8297-275155-0014 2.82 3.00
8297-275155-0014 5.20 6.05
8297-275155-0004 0.71 0.89
8297-275155-0004 1.12 1.81
8297-275155-0004 2.21 2.97
8297-275155-0004 4.42 5.05
8297-275155-0004 5.05 5.61
8297-275155-0004 5.61 6.49
8297-275155-0004 9.28 9.65
8297-275155-0004 10.26 11.15
8297-275155-0027 0.90 1.04
8297-275155-0023 0.35 0.65
8297-275155-0023 1.56 1.71
8297-275155-0023 2.79 3.28
8297-275155-0003 1.55 1.93
8297-275155-0003 2.16 2.25
8297-275155-0003 3.11 3.55
8297-275155-0030 0.00 0.51
8297-275155-0030 0.51 0.73
8297-275155-0006 1.96 2.48
8297-275155-0006 3.70 3.95
8297-275155-0006 4.68 4.81
8297-275155-0010 0.38 0.52
8297-275155-0010 2.15 2.34
8297-275155-0010 2.75 3.10
8297-275155-0020 0.00 0.33
8297-275155-0020 0.33 0.73
8297-275155-0020 0.73 0.81
8297-275155-0016 0.50 0.83
8297-275155-0016 1.72 2.13
8297-275155-0016 3.28 3.47
8297-275155-0016 4.81 5.38
8297-275155-0016 5.96 6.12
8297-275155-0016 6.35 6.82
8297-275155-0016 8.20 8.52
8297-275155-0021 1.34 1.77
8297-275155-0018 0.00 0.40
8297-275155-0018 0.60 0.70
8297-275155-0018 1.64 2.57
8297-275155-0018 3.27 3.57
8297-275155-0018 4.88 5.51
8297-275155-0018 5.76 6.15
8297-275155-0018 6.63 6.85
8297-275155-0018 6.93 7.35
8297-275155-0012 0.00 0.05
8297-275155-0012 0.05 0.35
8297-275155-0012 0.71 1.35
8297-275155-0012 2.72 2.92
8297-275155-0025 0.82 1.21
8297-275155-0025 1.67 2.05
8297-275155-0008 0.24 0.52
8297-275155-0008 1.08 1.48
8297-275155-0008 1.48 1.58
8297-275155-0008 1.58 1.77
8297-275155-0005 1.06 1.58
8297-275155-0005 4.95 5.05
8297-275155-0005 6.11 6.32
8297-275155-0005 6.32 6.54
8297-275155-0005 6.54 6.59
8297-275155-0005 7.04 7.22
8297-275155-0024 0.45 0.80
8297-275155-0024 1.49 1.87
8297-275155-0024 1.87 2.49
8297-275155-0024 3.60 3.63
8297-275155-0024 4.58 4.72
8297-275155-0024 4.83 5.51
8297-275155-0024 5.82 5.90
8297-275155-0032 1.33 1.46
8297-275155-0032 1.89 2.75
8297-275155-0032 3.44 3.81
8297-275155-0032 3.81 4.53
8297-275155-0032 4.53 4.69
8297-275155-0032 5.25 5.49
8297-275155-0032 5.49 5.65
8297-275155-0032 7.03 7.67
8297-275155-0032 8.26 8.64
8297-275155-0011 1.47 1.90
8297-275155-0011 4.23 4.30
8297-275155-0011 5.28 5.51
8297-275155-0011 7.03 7.33
8297-275155-0011 7.45 7.63
8297-275155-0011 8.03 8.84
8297-275155-0013 1.93 2.26
8297-275155-0026 2.77 3.25
8297-275155-0029 0.50 0.75
8297-275155-0029 0.97 1.03
8297-275155-0029 2.99 3.28
8297-275155-0029 3.28 3.39
8297-275155-0029 4.61 4.98
8297-275155-0029 5.01 5.57
8297-275155-0029 5.57 6.24
8297-275155-0029 8.52 9.13
8297-275155-0002 0.52 0.87
8297-275155-0002 1.24 1.40
8297-275155-0002 1.97 2.57
8297-275155-0002 3.04 3.20
8297-275155-0002 3.60 3.70
8297-275155-0002 3.70 3.77
8297-275155-0002 5.17 5.70
8297-275155-0002 6.44 7.32
8297-275155-0002 7.32 8.33
8297-275155-0015 0.51 0.70
8297-275155-0015 0.81 0.95
8297-275155-0015 0.95 1.20
8297-275155-0015 2.71 2.89
8297-275155-0015 3.57 4.43
8297-275155-0015 4.63 4.75
8297-275155-0015 4.88 5.19
8297-275155-0015 6.10 6.55
8297-275155-0015 6.55 6.81
8297-275155-0017 0.00 0.15
8297-275155-0017 1.18 1.57
8297-275155-0017 1.78 2.08
8297-275155-0017 2.49 2.64
8297-275155-0017 5.67 6.16
8297-275155-0017 7.22 7.82
8297-275155-0022 0.00 0.51
8297-275155-0022 2.41 2.92
8297-275155-0022 4.50 4.71
8297-275155-0022 6.35 6.69
8297-275155-0028 0.00 0.44
8297-275155-0028 0.44 0.81
8297-275155-0028 1.12 1.97
8297-275155-0028 1.97 2.25
8297-275156-0006 0.00 0.50
8297-275156-0006 4.16 4.72
8297-275156-0006 4.72 4.82
8297-275156-0006 5.60 5.72
8297-275156-0006 6.25 6.68
8297-275156-0008 0.00 0.52
8297-275156-0008 2.09 2.35
8297-275156-0008 2.35 2.40
8297-275156-0008 6.21 6.69
8297-275156-0008 6.69 6.88
8297-275156-0009 0.00 0.50
8297-275156-0009 1.46 1.57
8297-275156-0009 5.85 6.24
8297-275156-0009 6.48 6.65
8297-275156-0009 6.65 7.18
8297-275156-0010 0.97 1.60
8297-275156-0010 2.07 2.27
8297-275156-0010 7.27 7.83
8297-275156-0010 8.13 8.68
8297-275156-0010 9.45 10.70
8297-275156-0010 10.94 11.04
8297-275156-0010 12.01 12.53
8297-275156-0013 0.41 0.64
8297-275156-0013 0.78 1.13
8297-275156-0013 1.13 1.89
8297-275156-0013 1.89 2.06
8297-275156-0013 2.06 2.78
8297-275156-0013 2.78 2.98
8297-275156-0013 3.66 4.10
8297-275156-0013 4.34 4.68
8297-275156-0013 4.68 4.92
8297-275156-0013 5.19 5.85
8297-275156-0013 5.85 6.16
8297-275156-0013 6.59 6.81
8297-275156-0013 7.06 7.65
8297-275156-0013 8.73 9.31
8297-275156-0013 9.45 10.11
8297-275156-0007 0.00 0.50
8297-275156-0007 1.01 1.46
8297-275156-0007 1.60 2.31
8297-275156-0007 3.91 4.58
8297-275156-0007 5.21 5.67
8297-275156-0007 8.25 8.64
8297-275156-0000 0.36 0.83
8297-275156-0000 2.24 2.27
8297-275156-0000 2.53 3.03
8297-275156-0000 3.03 3.58
8297-275156-0011 1.64 1.81
8297-275156-0011 2.63 2.99
8297-275156-0011 2.99 3.19
8297-275156-0011 3.19 3.44
8297-275156-0011 3.65 3.74
8297-275156-0002 0.75 1.03
8297-275156-0002 3.09 3.49
8297-275156-0002 3.49 3.61
8297-275156-0002 3.61 3.71
8297-275156-0002 3.71 3.89
8297-275156-0002 3.89 3.97
8297-275156-0002 4.34 4.42
8297-275156-0002 4.85 5.12
8297-275156-0002 5.12 5.53
8297-275156-0004 0.36 1.09
8297-275156-0004 2.09 2.32
8297-275156-0004 2.91 3.28
8297-275156-0003 0.79 1.52
8297-275156-0003 5.85 5.99
8297-275156-0003 7.60 7.85
8297-275156-0003 10.79 11.24
8297-275156-0005 0.00 0.51
8297-275156-0005 0.82 1.63
8297-275156-0005 1.63 2.11
8297-275156-0005 2.44 2.71
8297-275156-0005 3.87 4.64
8297-275156-0005 5.37 5.86
8297-275156-0005 6.99 7.15
8297-275156-0005 7.15 7.50
8297-275156-0005 8.18 8.69
8297-275156-0005 8.69 9.23
8297-275156-0005 10.20 11.06
8297-275156-0005 12.80 12.99
8297-275156-0012 2.96 3.24
8297-275156-0012 4.59 4.82
8297-275156-0001 0.65 0.78
8297-275156-0001 1.10 1.18
8297-275156-0001 3.21 3.50
8297-275156-0001 4.13 4.64
8297-275154-0022 0.49 0.73
8297-275154-0022 1.53 1.83
8297-275154-0008 1.34 1.51
8297-275154-0008 1.51 1.95
8297-275154-0008 1.95 2.00
8297-275154-0008 2.46 2.90
8297-275154-0019 0.87 1.03
8297-275154-0019 1.81 2.15
8297-275154-0019 3.78 4.46
8297-275154-0019 6.73 7.07
8297-275154-0007 0.00 0.36
8297-275154-0007 1.16 1.99
8297-275154-0007 2.81 2.88
8297-275154-0027 1.46 1.61
8297-275154-0027 1.72 1.78
8297-275154-0027 1.78 1.87
8297-275154-0027 3.85 4.40
8297-275154-0027 4.84 4.87
8297-275154-0027 4.87 5.36
8297-275154-0027 6.52 6.84
8297-275154-0027 6.92 7.40
8297-275154-0021 0.55 0.81
8297-275154-0014 0.00 0.38
8297-275154-0014 1.01 1.32
8297-275154-0014 1.67 1.84
8297-275154-0014 2.23 2.36
8297-275154-0014 2.36 2.51
8297-275154-0014 2.51 2.88
8297-275154-0014 2.98 3.46
8297-275154-0014 4.09 4.68
8297-275154-0014 5.04 5.80
8297-275154-0014 5.80 6.25
8297-275154-0014 6.25 6.88
8297-275154-0014 10.81 11.13
8297-275154-0014 11.33 11.54
8297-275154-0014 11.54 11.84
8297-275154-0014 11.84 11.97
8297-275154-0014 11.97 12.66
8297-275154-0014 14.26 14.39
8297-275154-0014 15.08 15.26
8297-275154-0014 15.26 15.39
8297-275154-0014 15.39 15.60
8297-275154-0014 15.60 16.03
8297-275154-0014 16.81 16.96
8297-275154-0016 0.00 0.29
8297-275154-0016 0.38 0.69
8297-275154-0016 1.60 1.69
8297-275154-0004 0.96 1.06
8297-275154-0004 2.90 3.04
8297-275154-0004 5.01 5.17
8297-275154-0004 5.27 5.69
8297-275154-0004 5.69 5.88
